da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,57.07832946730866,4.024712282948178,298,1,93900,1,7.16455336069062e-08,3.0735527819280043e-10,1.836444043042671e-05,4.7773630277528654e-08,2.5,0.01,650,1,0.0008020935414561788,8.347388198289063e-05,1.428083284043718e-05,1.0856381486578703e-06,0.017673784323663073,0.0022305844151062305,0.3181794433741427,0.056299331566653975,0.005666034258298978,0.0009268964138061744
60,2,77.61773120110412,4.188687431444432,298,1,93900,1,7.164420562673169e-08,3.0174323578950494e-10,1.836423693046966e-05,4.690013274922123e-08,2.5,0.01,650,1,0.0015651298057222111,0.0001865297518871227,4.479325491243465e-05,2.039450538771781e-06,0.02820360702768835,0.003570332549769461,0.33371527217407604,0.05407851470693763,0.009550573769057123,0.0011324681568650231
70,2,99.58218880779906,4.334669913608026,298,1,93900,1,7.165702944918083e-08,3.0597284870388657e-10,1.8366228947242058e-05,4.755224135297322e-08,2.5,0.01,650,1,0.002344711629077424,0.00037704557780627077,9.285384741276335e-05,1.3156503236951489e-05,0.03843132874172722,0.004335785216863284,0.3027535013521561,0.055705708306567805,0.011987559419614354,0.0019920541897901576
100,2,168.0039724479992,4.7291917801721395,298,1,93900,1,7.164796533969456e-08,3.0698399121769847e-10,1.8364818506562867e-05,4.771563031022988e-08,2.5,0.01,650,1,0.007510801081166133,0.0007635514345701986,0.0005408776434245816,2.0381217121519928e-05,0.06775177057101789,0.006603725082310226,0.33961742448233917,0.039539133361529206,0.02445668434327763,0.001655057173555523
125,2,227.08352636210066,5.092460818369093,298,1,93900,1,7.163761358370123e-08,3.0651845412466743e-10,1.8363208667828242e-05,4.7644699436105614e-08,2.5,0.01,650,1,0.015081638138776797,0.0015486436418197093,0.0016322551371325815,7.00132479603546e-05,0.09842623784121564,0.00922399093859058,0.3729508786527906,0.04187181923447001,0.04036309409955922,0.0025098826207742503
150,2,287.5101419315565,5.601022885283758,298,1,93900,1,7.165072902185612e-08,3.0374827377610566e-10,1.8365250194870933e-05,4.7218223140272615e-08,2.5,0.01,650,1,0.023463784041125826,0.002474712357813007,0.003545275471434583,0.00015746991718189088,0.13229478218984936,0.012660247245214615,0.36182125922555236,0.04066254379599855,0.054669801497092385,0.003231823059955593
250,2,542.8178994082679,9.254428249230765,298,1,93900,1,7.16473521440625e-08,3.016461520593297e-10,1.836472577931737e-05,4.688508697063464e-08,2.5,0.01,650,1,0.1327838889852996,0.015363157246797871,0.03738248102673183,0.002645795777722869,0.2210815472110995,0.020494851035082362,0.5741970738209162,0.06861917202714639,0.161657115506221,0.012438554983864146
300,2,679.2178652450879,11.670858891827915,298,1,93900,1,7.164368434534586e-08,3.0464874513487994e-10,1.836415374490092e-05,4.735157851820475e-08,2.5,0.01,650,1,0.2750166979008486,0.03814476483931381,0.08940594070751721,0.009411481583403306,0.24703524867204013,0.026164853229060054,0.7597797836704782,0.10932751899260865,0.24699088716684056,0.027570838756274918
350,2,823.0176886096943,14.328661224321607,298,1,93900,1,7.164255026777255e-08,3.0533815414646464e-10,1.8363980743563703e-05,4.7460845044664945e-08,2.5,0.01,650,1,0.49624383104596764,0.06667215294878091,0.1780003624442085,0.020396679877705826,0.2655244304154449,0.029183272891476222,0.9334845720115154,0.12851233053715794,0.3348985635275524,0.040163975445351906
450,2,1125.4547294211766,20.792017395094508,298,1,93900,1,7.163918903615145e-08,2.965104343178545e-10,1.836346077815689e-05,4.609250102934077e-08,2.5,0.01,650,1,1.0119319400199303,0.17528879755681329,0.40239170756213644,0.07375866663182627,0.28599253616349196,0.042261557155998705,1.0183172375908562,0.18085474906229887,0.4048939476612646,0.07580603934503119
