da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,67.88107773808736,3.1774037291985575,298,1,93900,1,7.165375846503997e-08,3.0061524119313e-10,1.8365723542658003e-05,4.6725551509762967e-08,2.8,0.01,650,1,0.0008009026717161493,8.28932709218123e-05,1.4255559339611098e-05,1.0811754680726795e-06,0.01766401883713387,0.002213286355513063,0.2228398750140852,0.03176671884685784,0.00396535064694362,0.00048250490217299237
60,2,83.81622413686281,3.2315923128748447,298,1,93900,1,7.164810433871791e-08,2.996689453729661e-10,1.8364847271661446e-05,4.6577694087303114e-08,2.8,0.01,650,1,0.0015690298097989774,0.00018027989802234587,4.485681853370836e-05,2.065175137555973e-06,0.028142863855201476,0.00342345095144695,0.28565317543568874,0.03974793781027301,0.008166481113408616,0.000739071318150708
70,2,99.58114216714868,3.1425745128132188,298,1,93900,1,7.164823183654931e-08,3.0508877895141154e-10,1.836486498288299e-05,4.742811078573988e-08,2.8,0.01,650,1,0.002337734826688219,0.0003705709411150595,9.246579443326658e-05,1.2594606857032862e-05,0.03839451056351013,0.004264577751373687,0.30102405779816027,0.05128665603433083,0.011907786822317282,0.0017921647379558184
100,2,147.34558793526813,3.1949011094085606,298,1,93900,1,7.163988588995329e-08,3.0220313892481263e-10,1.836357022391575e-05,4.697545919099731e-08,2.8,0.01,650,1,0.007537081160652459,0.0007815510355083849,0.0005406620552008853,2.0677155671630824e-05,0.06752220124688925,0.0066359737853403785,0.44259730012598536,0.04946677818591256,0.03174951076484606,0.0017891747150872777
125,2,187.15958188869686,3.289736409554091,298,1,93900,1,7.164206174249746e-08,3.040030685914033e-10,1.836390248203021e-05,4.7253509405064556e-08,2.8,0.01,650,1,0.01507610871158185,0.0016010460526922673,0.001633744857661097,6.8756003470615e-05,0.09862515279732245,0.009839245129601893,0.5484513235343382,0.06098825687582761,0.05944021846192713,0.0032791696063086775
150,2,226.89347019364973,3.591420595015372,298,1,93900,1,7.163416669318319e-08,2.999020972323676e-10,1.836267675447121e-05,4.66243547455004e-08,2.8,0.01,650,1,0.02355026544596311,0.0024800807388807656,0.003545214796516617,0.0001562665856102633,0.13184715141483053,0.012329007165930037,0.5828967235301603,0.06416924715037343,0.08774682675068175,0.004749705502761617
250,2,387.5916595491672,4.885218092719763,298,1,93900,1,7.164550669455342e-08,3.020385753938822e-10,1.8364436238671982e-05,4.694706255628594e-08,2.8,0.01,650,1,0.13358792525547533,0.01542628206977105,0.03742313098724094,0.0026650657758606274,0.22022591167571617,0.02041083834047386,1.1327111954891202,0.1336283699486465,0.3173238383080842,0.023937351043605247
300,2,469.35099693354425,5.706846128667704,298,1,93900,1,7.163229417337009e-08,3.091882975279573e-10,1.8362378384164707e-05,4.806288338948518e-08,2.8,0.01,650,1,0.2750035612748871,0.038316521992688576,0.08923764010818017,0.009432339800956441,0.24674192662085062,0.02658057618974162,1.5901327887314798,0.22462772122622673,0.5159815407254712,0.055798655668033346
350,2,552.1337046543233,6.865842080751878,298,1,93900,1,7.163753578945038e-08,3.03660789753641e-10,1.836320291469587e-05,4.72037962978989e-08,2.8,0.01,650,1,0.4992320947939754,0.06769625908905062,0.17760781221706876,0.01994386790389304,0.26403511309519956,0.029649366841578435,2.0862951241338057,0.2897462399448898,0.7420971073291162,0.08501440642545503
450,2,720.8659275994611,9.508481282800554,298,1,93900,1,7.164504464767795e-08,3.122210208378549e-10,1.836436253210827e-05,4.853673429359889e-08,2.8,0.01,650,1,1.0087116685308735,0.17286946752005414,0.4003755151696137,0.0760221031584184,0.2853326640920126,0.04269519382000038,2.472667705115774,0.42800788411820767,0.9814740424311167,0.187953318177639
500,2,806.7186962359611,11.125521480771246,298,1,93900,1,7.164828923780446e-08,3.0810505401626887e-10,1.8364872089997604e-05,4.788377917795763e-08,2.8,0.01,650,1,1.587388794229323,0.34931878823880025,0.6103538085051249,0.16842214447497425,0.2785470483022979,0.057643293684754404,3.107795878789077,0.6911198828274383,1.1946073072901549,0.3303672928224183
550,2,892.9753742283269,12.452254210718493,298,1,93900,1,7.164148403959168e-08,3.020113209527716e-10,1.8363816273714352e-05,4.6945608352482275e-08,2.8,0.01,650,1,1.733337636348267,0.40849135528145325,0.7042239064832908,0.17310984681595892,0.29068100626535454,0.04700234866580609,2.7689980397866076,0.6576140991323578,1.1251362165346661,0.27868520926159795
