da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,67.8916086235343,3.140589500041401,298,1,93900,1,7.164865374222435e-08,3.0640945995912803e-10,1.836492561366562e-05,4.762875915218902e-08,2.8,0.01,650,1,0.0008031086859542718,8.253671118141668e-05,1.4314953348247157e-05,1.0766189546550215e-06,0.017690023855287545,0.002223026591829003,0.22329766071063623,0.031184014587038077,0.003979714612397775,0.00047574739757707407
60,2,83.778299635246,3.1122198117458626,298,1,93900,1,7.164182966254242e-08,3.0620301183770995e-10,1.8363866381043913e-05,4.759497494064035e-08,2.8,0.01,650,1,0.00155917382177632,0.00018114911778681093,4.477190259900132e-05,2.004482692519428e-06,0.02827964488728303,0.003521991096241597,0.28400179092412864,0.03918541857117528,0.008155525258009146,0.0007099915881539792
70,2,99.73996490493822,3.1799718213178703,298,1,93900,1,7.163787471316597e-08,3.045798265602068e-10,1.8363252805293196e-05,4.733939333022944e-08,2.8,0.01,650,1,0.0023550318879028624,0.0003772906597660555,9.299247636699757e-05,1.2855211530284572e-05,0.038340382835258674,0.004380667752257503,0.3023424131251806,0.05236984198808528,0.011938022237651481,0.0018240435876390793
100,2,147.40500989880906,3.25751921394112,298,1,93900,1,7.164043323696421e-08,3.0040155742977513e-10,1.8363650765986895e-05,4.66939861193259e-08,2.8,0.01,650,1,0.007504540198022323,0.0007687627730290477,0.0005403800899650493,2.0024931560990216e-05,0.0677572147205163,0.006646629745974885,0.44039740085634593,0.04902351886339884,0.031712086756978876,0.001836714444515891
125,2,187.104425747469,3.3293085985115356,298,1,93900,1,7.164913216593791e-08,3.039528491715661e-10,1.8365001129410585e-05,4.724675404436476e-08,2.8,0.01,650,1,0.015031645275654369,0.0015428962425166424,0.0016356534819352163,6.932012710874892e-05,0.09892335784992284,0.00945930225710429,0.5472578793363515,0.059952594240391094,0.059542252838778814,0.0032487707094209146
150,2,226.9445573224138,3.508131055078758,298,1,93900,1,7.16364760460392e-08,2.991258671256265e-10,1.836303821687439e-05,4.649223553463204e-08,2.8,0.01,650,1,0.023561611017138297,0.0025153267941461182,0.0035452946207748096,0.00015509628946226413,0.13183420502200155,0.012548845130812473,0.5828909421336815,0.06484582505620543,0.087704853672598,0.004661196403091492
250,2,387.71047105472957,4.872095799411769,298,1,93900,1,7.164950266619668e-08,3.0557894506534644e-10,1.8365062627319462e-05,4.749853364523409e-08,2.8,0.01,650,1,0.13354935482870298,0.015652406654278066,0.03741801236859286,0.00270912405378387,0.22028542258588182,0.020603110125949765,1.1316995636189118,0.13526108544897464,0.31707593307240073,0.024153055096829443
300,2,469.32135791796435,5.775696799091861,298,1,93900,1,7.163923712035564e-08,3.0209466364597987e-10,1.836346695935979e-05,4.6961698785925354e-08,2.8,0.01,650,1,0.2772081718660557,0.03899094265240441,0.08953174966415958,0.009460381774975763,0.24585559281189018,0.026275208994739067,1.6032770210935159,0.22966334695721377,0.5177607928736591,0.05596379522871436
350,2,552.0353871364082,6.907981795965124,298,1,93900,1,7.164569629699708e-08,3.0401945289297856e-10,1.8364462890460428e-05,4.72527314873571e-08,2.8,0.01,650,1,0.496409510181141,0.06799203324076837,0.17770536984024649,0.02034283497286846,0.26525769203798144,0.0303654165582972,2.074968519673895,0.28836467525036147,0.7428300779239903,0.0872029048372538
450,2,721.1176129881707,9.520523522028823,298,1,93900,1,7.164020242332488e-08,3.051882088533298e-10,1.8363613352278418e-05,4.743283924121234e-08,2.8,0.01,650,1,1.0085758575411454,0.17565716410362742,0.3998620128797161,0.0744482840628868,0.28539973159760745,0.04247919543989738,2.47079703448524,0.4351300435444637,0.9795748684123852,0.18422832832873604
500,2,806.7524228470194,11.244245815693414,298,1,93900,1,7.164793973132499e-08,3.051274492737312e-10,1.8364815032745215e-05,4.7427959388737966e-08,2.8,0.01,650,1,1.600928904233044,0.353901730092182,0.6216962954035918,0.1718869703426779,0.28039837965753084,0.05680425275972447,3.1337789845570354,0.6996638035878775,1.2170320748089378,0.3394972599946443
550,2,892.6663681314401,12.511211673234854,298,1,93900,1,7.163246496242952e-08,3.0798391086153244e-10,1.8362410808095893e-05,4.787721336722082e-08,2.8,0.01,650,1,1.733641319713575,0.4034045819066715,0.6980260444262871,0.18051471002835817,0.2880708574916147,0.04591030671637132,2.7719802156696822,0.650765680255846,1.115873870128191,0.28952813512521364
