da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,97.63845422173277,4.271362747410056,298,1,93900,1,7.164807219075652e-08,2.997886856186047e-10,1.836483972798297e-05,4.660078402870995e-08,2.8,0.01,450,1,0.0008012821994384206,8.317099106120762e-05,1.4284597215280456e-05,1.090187468746213e-06,0.017699160585384663,0.002291440513606677,0.10763015146519458,0.014686978814811786,0.0019187698274364148,0.00022283336382676708
60,2,118.5046862476795,4.195980790371294,298,1,93900,1,7.163643920828183e-08,2.942742818778011e-10,1.8363031161542666e-05,4.574572061931094e-08,2.8,0.01,450,1,0.0015604680383504075,0.00018267632409992279,4.4838576960293554e-05,2.0664387545714063e-06,0.028301261625215346,0.0035642459019083637,0.14200039169861248,0.019343148648360058,0.004080693030734972,0.00034578516657153915
70,2,139.02222561566035,4.132586254736925,298,1,93900,1,7.164013068849148e-08,3.0162708146971905e-10,1.8363602374512413e-05,4.6887352420648534e-08,2.8,0.01,450,1,0.002326773919506828,0.00037505661270031786,9.192336342902679e-05,1.2510181411984055e-05,0.03836958908996778,0.004360853206458893,0.15366335165388692,0.026339826560858207,0.006071670588149097,0.0009037271793454696
100,2,199.38539380394218,4.142574634115631,298,1,93900,1,7.16571552384839e-08,3.136029609321215e-10,1.8366241892715534e-05,4.874832740859885e-08,2.8,0.01,450,1,0.007506233799470371,0.0007784949880009813,0.0005407059577886075,2.0842192584169462e-05,0.06778374338715153,0.006641210408688057,0.24072567425741298,0.026990088310516608,0.01734058174669124,0.000995934286102433
125,2,249.13444165310784,4.40927783388182,298,1,93900,1,7.164116624983969e-08,3.025548535354552e-10,1.836376487674928e-05,4.7030597565009185e-08,2.8,0.01,450,1,0.015041376553874131,0.001566749714093893,0.0016328686280388624,7.098149310908109e-05,0.09873309209671002,0.009553934244811976,0.30885322783323366,0.03404944526626502,0.03352845341270029,0.0018970265119851392
150,2,298.4417176111706,4.639658720104475,298,1,93900,1,7.164283212079964e-08,3.040051809411537e-10,1.836402319833741e-05,4.725779174379234e-08,2.8,0.01,450,1,0.023537471071349018,0.002559362959209139,0.0035436976228681773,0.0001553505994831484,0.13192983997891733,0.012594990472019878,0.33675035534995557,0.03839361393970561,0.05069570928524294,0.0027445223650744903
250,2,495.72297655316515,6.558428451268283,298,1,93900,1,7.164566452099969e-08,3.0181727927327683e-10,1.8364465278394594e-05,4.6910070919485906e-08,2.8,0.01,450,1,0.13353087408543024,0.015320001500413884,0.03734773006857655,0.00261338768610186,0.21994798128369375,0.020321171997193032,0.6921918477455767,0.08135112348002775,0.19361050231261784,0.014520958507274178
300,2,595.9205073360203,8.085920721469428,298,1,93900,1,7.165262364310031e-08,3.059170465979699e-10,1.8365542748170342e-05,4.755004013519037e-08,2.8,0.01,450,1,0.2750407657902743,0.03830577439031447,0.08905377411117271,0.009409385285911983,0.24634952009762984,0.02694093345756266,0.9866668153422321,0.14006912055941115,0.31949006729288404,0.03506999357572654
350,2,697.7087378839923,9.612153179401279,298,1,93900,1,7.164429209911151e-08,3.0315873822644007e-10,1.8364250101467245e-05,4.712388382778914e-08,2.8,0.01,450,1,0.49567340203012383,0.06590349088869774,0.17784627656950416,0.020298266411472782,0.2655305536577491,0.02904459204691816,1.2972895994152005,0.17688318906746922,0.46547502426087456,0.05499408391965415
450,2,905.1500925932472,13.160125302089414,298,1,93900,1,7.165395549158712e-08,3.0312330270482575e-10,1.836575243394101e-05,4.711106078963592e-08,2.8,0.01,450,1,1.0078937664096852,0.1754141074013033,0.399949275867403,0.07564150319140403,0.2854318942165625,0.04265130171899297,1.5670852398096304,0.27518696885217653,0.6218301082236377,0.11833538016534556
500,2,1010.632201366185,14.89055444629148,298,1,93900,1,7.163820791906898e-08,2.990845356222444e-10,1.836330426858559e-05,4.6489958521118037e-08,2.8,0.01,450,1,1.5888991264153913,0.34032324297415345,0.6170071926315884,0.16925947788234078,0.2801943438322533,0.055594716320686265,1.9820595921927135,0.42923527257990485,0.7695799369171562,0.21213029372161324
550,2,1116.6419465508407,16.907739411107954,298,1,93900,1,7.164406148194074e-08,3.1176653635839344e-10,1.8364212666497337e-05,4.846166105008167e-08,2.8,0.01,450,1,1.7497962435970642,0.41762062917371506,0.7047953839234686,0.17618743282890612,0.2886063358474363,0.045923841282327765,1.7881048675754945,0.43093166241376074,0.720271100129279,0.18223359293449487
