da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,80.33194292021264,3.5126208819515825,298,1,93900,1,7.163614437394788e-08,2.9404622578152833e-10,1.8362983527287165e-05,4.570148454212789e-08,2.8,0.01,550,1,0.0008022477916124389,8.384133367348831e-05,1.4295234312863172e-05,1.099005047933784e-06,0.017689532963049346,0.0022563949574985406,0.15914750318719217,0.021431209641162165,0.0028366025963356633,0.00033101398094601724
60,2,98.33026808483328,3.554304920229739,298,1,93900,1,7.165810558474341e-08,2.97504753716388e-10,1.8366398584075992e-05,4.623562196613916e-08,2.8,0.01,550,1,0.0015637472783154827,0.00018031472049407485,4.47099349311118e-05,2.0370695490181883e-06,0.028147439773689137,0.0034182810852661587,0.2066799603502789,0.027763932296962564,0.005910198008692066,0.0005004067827113456
70,2,116.24283527564025,3.5527790875300007,298,1,93900,1,7.164704269401441e-08,2.9769114512624603e-10,1.836467726635974e-05,4.6271506915781325e-08,2.8,0.01,550,1,0.0023429732806684337,0.0003690208003114365,9.298789773862374e-05,1.2894548573318355e-05,0.038507202028160256,0.004385525128025831,0.2213676503612029,0.03732250389662837,0.008785418001481788,0.0013230736240009047
100,2,169.69237777825114,3.63862774757457,298,1,93900,1,7.165315646406678e-08,3.022747015552262e-10,1.8365626282725032e-05,4.6982091886111245e-08,2.8,0.01,550,1,0.0075001436071498095,0.0007823102272326817,0.0005405303487777844,2.0658227671636187e-05,0.067833997177419,0.006811395991998762,0.3321025042547423,0.037605485338036364,0.0239347457899376,0.0013987249951231573
125,2,213.67806539161364,3.7442296979829712,298,1,93900,1,7.164717990262074e-08,3.055181257465959e-10,1.8364698354576965e-05,4.748724448507346e-08,2.8,0.01,550,1,0.015069057562793444,0.0016039783338495876,0.0016302405754666637,6.926500226723666e-05,0.09846901901394081,0.009728244902074546,0.42055942222554643,0.0467557525476472,0.04550172926868779,0.0024817095577724523
150,2,257.46829963080324,4.041215913386211,298,1,93900,1,7.164473753811208e-08,2.988577289695969e-10,1.8364319253719082e-05,4.645807111918243e-08,2.8,0.01,550,1,0.023576604834322695,0.002548007341370318,0.0035463875457933296,0.00015170872178174748,0.13180575716312054,0.012420280403416637,0.45313702270980305,0.0507026129352882,0.0681672243437318,0.0036364848419820077
250,2,433.92863850386834,5.46367070666949,298,1,93900,1,7.165097987654191e-08,3.108858265290934e-10,1.836528575993004e-05,4.831833704225698e-08,2.8,0.01,550,1,0.13359785274852798,0.01546740804027061,0.03734670261557602,0.0026378354038176653,0.21987093143093026,0.02030638539312756,0.903858516433913,0.10744922033367375,0.2526580692814728,0.018972132138986502
300,2,523.6941763566582,6.813955052866201,298,1,93900,1,7.165823527114516e-08,3.0170588034493027e-10,1.8366416215400588e-05,4.6893146800520464e-08,2.8,0.01,550,1,0.27489635426819903,0.03864215179990668,0.08909965463835434,0.009480772834508428,0.24655726958977311,0.02688171255706628,1.2766933855400908,0.181423753119603,0.41385220286670754,0.045243799008884325
350,2,614.3751661012169,8.007328921687488,298,1,93900,1,7.164277454194365e-08,3.089995108009968e-10,1.836401083359679e-05,4.802983256331207e-08,2.8,0.01,550,1,0.49638229837509434,0.06691662099883303,0.17722270733347842,0.020321406871267548,0.26468114063681925,0.030014255103707425,1.6751446125019123,0.22976516297390595,0.5980776861852295,0.07003325934505066
450,2,799.8737608540654,11.110776952978691,298,1,93900,1,7.165288095497843e-08,3.0468349886064644e-10,1.8365583648627703e-05,4.7353962642706435e-08,2.8,0.01,550,1,1.010918306518921,0.17694007432138484,0.40309132333601555,0.07561174617411676,0.2865576340484527,0.04325111192904411,2.012846521946194,0.35627137113790525,0.8025856540557399,0.15188594597096353
500,2,893.7730620320814,12.57226054656167,298,1,93900,1,7.165009353950274e-08,3.052982878102932e-10,1.836514943284183e-05,4.7452276781978834e-08,2.8,0.01,550,1,1.5932386452910619,0.35196913917687433,0.6159782457611819,0.16952002991252796,0.27942619023163207,0.05635915813614719,2.540927018371627,0.5669991708332164,0.982593561787792,0.2724853032945161
550,2,988.9979815221807,14.156372837557221,298,1,93900,1,7.16429066119144e-08,3.0681755765870055e-10,1.836403404727865e-05,4.7693109993757325e-08,2.8,0.01,550,1,1.7436764646424752,0.4326777193879278,0.7064922226869732,0.18344557835037492,0.28981254924721006,0.04460425542852714,2.2713714525959605,0.5687273851244221,0.9202132613060028,0.2405133808293927
