da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,80.33899216670922,3.566606497423071,298,1,93900,1,7.164951414265581e-08,3.150421288781489e-10,1.8365061944724897e-05,4.8959625932098295e-08,2.8,0.01,550,1,0.0008039662541302352,8.326309220999578e-05,1.430284177306006e-05,1.0967709985128923e-06,0.01765808715218471,0.0022401298455823736,0.15951303589792268,0.02166629186158463,0.0028383260770039934,0.00033562019028050594
60,2,98.31065575365568,3.5914122688808447,298,1,93900,1,7.163815496690762e-08,3.087273990443866e-10,1.836329759054242e-05,4.798015772703982e-08,2.8,0.01,550,1,0.001566599339360821,0.000180348297833675,4.4811482895044544e-05,2.0679423332273253e-06,0.02815851387917994,0.0034197628871668194,0.20717971094621493,0.028062752406610998,0.005926793204930868,0.0005105588807445318
70,2,116.27985049454395,3.623592353345942,298,1,93900,1,7.16339534886364e-08,3.071052124068236e-10,1.8362639235525313e-05,4.7735740319417165e-08,2.8,0.01,550,1,0.0023320475565931803,0.0003672445331013465,9.231185929139836e-05,1.2201439876018658e-05,0.038443336140947,0.004353906732871144,0.22025616470110998,0.03740243747083233,0.008718602277592339,0.0012795467891778115
100,2,169.70834284928165,3.690740312054386,298,1,93900,1,7.164006000488803e-08,3.0493468275241915e-10,1.8363589851201784e-05,4.7397955173861706e-08,2.8,0.01,550,1,0.007484831134770382,0.0007805706489171055,0.0005406825579260022,2.0263505015471593e-05,0.06798356585626845,0.006838649837663083,0.3314286335666475,0.038087978847821814,0.0239376707372982,0.0013935620427238985
125,2,213.72384854061139,3.777415786623255,298,1,93900,1,7.164937666022716e-08,3.111933295563562e-10,1.836503836765101e-05,4.836716408648759e-08,2.8,0.01,550,1,0.015073076903944372,0.0015847416335385723,0.0016362984594325437,6.900372235236261e-05,0.09876062717437434,0.009705431073849411,0.4205583092673076,0.04681839660823,0.04565083695514632,0.0024677022617680296
150,2,257.54246413568313,3.9400650909491928,298,1,93900,1,7.165555399538388e-08,3.177811563215091e-10,1.8365993805823664e-05,4.9385133206886535e-08,2.8,0.01,550,1,0.02359213582265136,0.0024898428086323685,0.0035454005054084965,0.00015774184559698995,0.1316448098912719,0.012214244474681809,0.45312370057624585,0.04915785936479883,0.06810548850023788,0.0036791257517200544
250,2,434.00523597661396,5.591790126765326,298,1,93900,1,7.164705656387711e-08,3.089001510605422e-10,1.8364677948380074e-05,4.8014406662754715e-08,2.8,0.01,550,1,0.13382205695962401,0.015700135188731014,0.03736555487621024,0.0026398999118915625,0.21972024209838642,0.02063254092527935,0.9049702637561455,0.10818817704708782,0.2526866106111909,0.018821047877367138
300,2,523.5338343633908,6.674801609003022,298,1,93900,1,7.163252586287403e-08,3.016829484194558e-10,1.8362424611292654e-05,4.6895436888850644e-08,2.8,0.01,550,1,0.2761703751789315,0.038407084817449796,0.08904312872015699,0.009211259682225118,0.24556281826188261,0.026211838969352766,1.2835506674555235,0.18168184411026492,0.4138615805724365,0.044356909849069086
350,2,614.5157611336283,7.868521280928385,298,1,93900,1,7.163996045032377e-08,3.070872731728821e-10,1.836357580801558e-05,4.7731560253578575e-08,2.8,0.01,550,1,0.4992367779708793,0.06711550474547516,0.17754624033411723,0.02074069901322,0.2638694576013402,0.030352106137023882,1.6837677517699092,0.228007949766288,0.5989241927959759,0.07155735152506296
450,2,799.5935173689285,10.748299672295047,298,1,93900,1,7.164117153493966e-08,3.069871122026847e-10,1.8363763567333758e-05,4.771595652328816e-08,2.8,0.01,550,1,1.0069788423993482,0.17309516833580293,0.401381280212622,0.07235987165703095,0.2865955586970832,0.042829382689994776,2.006542273390127,0.35006455889831445,0.7996600474902088,0.14521772377794115
500,2,894.0791682095158,12.816926126617554,298,1,93900,1,7.163103413788982e-08,3.0708245796886554e-10,1.836218527393983e-05,4.773211017882926e-08,2.8,0.01,550,1,1.5751061192427402,0.3583858415796167,0.6115102863458253,0.17332801865794847,0.28032780643323085,0.05862594851517476,2.5099795595182925,0.5737036021214534,0.9747555189421512,0.277968421175635
550,2,988.6592670777858,14.761654830787695,298,1,93900,1,7.164052846320732e-08,3.058249802922218e-10,1.8363662155403876e-05,4.754054867225596e-08,2.8,0.01,550,1,1.7382922628033401,0.426688843314844,0.6994290044826402,0.1746060100987039,0.28867341032076854,0.044547355585610876,2.266048017964675,0.5617110629265043,0.911991657800047,0.23091175071128522
