da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,57.09504836400163,3.986168184089585,298,1,93900,1,7.164603655208897e-08,3.0973457568089903e-10,1.8364520694859726e-05,4.8147005019472446e-08,2.5,0.01,650,1,0.0008015528170520945,8.210633426868423e-05,1.4291801703014704e-05,1.0828302974326212e-06,0.01769515053843499,0.0022307565257897273,0.3177502577643175,0.05600374613557595,0.005665513518743219,0.0009157690754953074
60,2,77.72312835660895,4.227026917758356,298,1,93900,1,7.164533967797047e-08,3.0279983293571946e-10,1.83644101903705e-05,4.706063846839621e-08,2.5,0.01,650,1,0.0015549095423875974,0.0001851091196980819,4.484168062446303e-05,2.1267340336870174e-06,0.028408894661441492,0.003577686198946753,0.33042257402047165,0.05206499737465733,0.009536530146560558,0.0011489982723342413
70,2,99.49514275311803,4.375399642031292,298,1,93900,1,7.16348415846129e-08,3.0249114072107435e-10,1.8362781405461178e-05,4.701561045503256e-08,2.5,0.01,650,1,0.002354420722725555,0.0003766992930222907,9.27610990955869e-05,1.2759413114274483e-05,0.038260047053773893,0.004345337659415664,0.30452373467161853,0.055519370198581684,0.012000035589436815,0.001969072823295362
100,2,168.09335683263828,4.860440780774587,298,1,93900,1,7.164767529572383e-08,3.093517480793638e-10,1.8364774330129343e-05,4.8086344952248715e-08,2.5,0.01,650,1,0.007520535117242237,0.0007526394795912684,0.0005404707094900722,2.0683351142413857e-05,0.06760337702738725,0.006521715879039818,0.33974427575965227,0.03937155123552247,0.024417807488668286,0.0017255970390915815
125,2,227.27187953686956,5.096640208960394,298,1,93900,1,7.164061512298985e-08,3.0595893904978173e-10,1.8363673422650272e-05,4.755662897539831e-08,2.5,0.01,650,1,0.01503419635245584,0.0015820678699166658,0.0016328872377295365,7.002931490871938e-05,0.09880182092340269,0.009721612226465979,0.3711699267424197,0.04255398996350897,0.040312585474154616,0.0025203966899978256
150,2,287.35943809767093,5.635664695754982,298,1,93900,1,7.164378163427561e-08,3.1161531407419203e-10,1.8364165148928637e-05,4.843336978058847e-08,2.5,0.01,650,1,0.02357809385921713,0.0024420913096889485,0.003544659215902042,0.00016005175468034792,0.13165749910554633,0.012149003950266808,0.36401324535044155,0.04067963842142057,0.05471788715098589,0.003260470656448661
250,2,542.9350001089089,9.328406017167415,298,1,93900,1,7.164422689121122e-08,3.047501769471184e-10,1.8364244164367556e-05,4.736874248459849e-08,2.5,0.01,650,1,0.13345309875557468,0.0155968375015225,0.03734400887428856,0.002644482959453665,0.22006605864654066,0.020418809325412245,0.5768480956061152,0.06961003509295001,0.16143719767569406,0.012646134135049858
300,2,679.7811942285668,11.586962456240476,298,1,93900,1,7.165403886168443e-08,2.9315622573698007e-10,1.8365763842372462e-05,4.556242854504477e-08,2.5,0.01,650,1,0.2755567608978614,0.03891369670324041,0.0895495019925763,0.009534549031326554,0.24705638556421694,0.026885511825447794,0.7599541291633666,0.11090667768377271,0.2469439550909492,0.027494479470454008
350,2,822.7979402463144,14.664931972891388,298,1,93900,1,7.165949078372667e-08,3.0582979645014593e-10,1.8366610526738713e-05,4.753541830968696e-08,2.5,0.01,650,1,0.4952452658541324,0.06652608450474023,0.17807464013840882,0.020637201653296664,0.26598404292102507,0.029767813223701964,0.9320491753468751,0.12756586967213948,0.33518484264235726,0.04028842745681416
450,2,1125.6195176209428,20.94027273923527,298,1,93900,1,7.165800917866764e-08,3.011232939640574e-10,1.8366381374981468e-05,4.6803797806846017e-08,2.5,0.01,650,1,1.0097533682906128,0.17201483100619908,0.40371439818010024,0.07473556840863395,0.2869646101799726,0.04235240635097201,1.0157250292591984,0.17710471776802936,0.40604960892072606,0.07631008578335435
