ID_Error_V1_Out,ERR_RDG_M_TMatrix_ABS_CRS,ERR_RDG_M_TMatrix_SCA_CRS,ERR_RDG_M_TMatrix_ABS_CRS_Percent,ERR_RDG_M_TMatrix_SCA_CRS_Percent,created_at,updated_at,MLink
35,-0.0001740883358891204,-1.232347393259467e-05,-8.89395234271369,-40.01546994161566,2019-07-16 06:07:57,2019-07-16 06:07:57,35
36,-0.0001102321003578949,-1.1361110736207234e-05,-9.387034320304565,-40.88388711781359,2019-07-16 06:07:57,2019-07-16 06:07:57,36
37,-0.0004998342498670015,-3.7446238592854885e-05,-11.371339193025806,-23.093952330795567,2019-07-16 06:07:57,2019-07-16 06:07:57,37
38,-0.00016292632357754354,-1.3489812376259413e-05,-10.662245820109996,-21.86482831836048,2019-07-16 06:07:57,2019-07-16 06:07:57,38
39,-0.00018959885692642318,-1.2223848466787515e-05,-8.409790098915742,-24.37740847905208,2019-07-16 06:07:57,2019-07-16 06:07:57,39
40,-0.000706296371952788,-0.00010396190470779145,-11.07830871592577,-29.407924930910564,2019-07-16 06:07:57,2019-07-16 06:07:57,40
41,-0.0001756408929286555,-1.2951101332938443e-05,-9.134453228901124,-38.199563610295904,2019-07-16 06:07:57,2019-07-16 06:07:57,41
42,-0.00025479218655419386,-8.545876634538542e-06,-8.170315321427987,-13.094807882574525,2019-07-16 06:07:57,2019-07-16 06:07:57,42
43,-0.0002819314335650899,-2.938120307581e-05,-14.582559919688682,-45.634999670553164,2019-07-16 06:07:57,2019-07-16 06:07:57,43
44,-0.0005367939137057905,-6.892635202707661e-05,-9.529275816981109,-21.94987997615009,2019-07-16 06:07:57,2019-07-16 06:07:57,44
45,-0.00010178826067062131,-6.080732878712819e-06,-8.112762706051798,-37.18412821415045,2019-07-16 06:07:57,2019-07-16 06:07:57,45
46,-0.0011312459820600163,-5.8368606193069795e-05,-12.881304913730117,-16.54922055942014,2019-07-16 06:07:57,2019-07-16 06:07:57,46
47,-8.352157999435005e-05,-7.758252790149391e-06,-9.801924238014399,-49.964275353855946,2019-07-16 06:07:57,2019-07-16 06:07:57,47
48,-0.00011850667696195074,-1.7694850717075107e-05,-7.896862534081598,-14.205556507135551,2019-07-16 06:07:57,2019-07-16 06:07:57,48
49,-0.0003107590569222168,3.210015709904217e-07,-6.47578144715442,0.3588239434342222,2019-07-16 06:07:57,2019-07-16 06:07:57,49
50,-7.889018032303234e-05,-6.393918772009149e-06,-6.262589108323005,-16.43981974274365,2019-07-16 06:07:57,2019-07-16 06:07:57,50
51,-0.00024203289453234229,-8.256055031803908e-06,-9.607922775265033,-12.039952678206149,2019-07-16 06:07:57,2019-07-16 06:07:57,51
52,-0.00017113714998230007,-1.3381887321215723e-05,-8.087526539333417,-26.436161709092598,2019-07-16 06:07:57,2019-07-16 06:07:57,52
53,-5.26099274086292e-05,-1.7252610294782738e-06,-6.737722062836973,-31.926036960405277,2019-07-16 06:07:57,2019-07-16 06:07:57,53
54,-9.399656212036652e-05,-1.0515257295862203e-05,-6.18796602021369,-42.813356645333904,2019-07-16 06:07:57,2019-07-16 06:07:57,54
55,-0.00016766861232453095,-1.159748324364593e-05,-14.755806313179487,-44.1070569717253,2019-07-16 06:07:57,2019-07-16 06:07:57,55
56,-0.00011657644081153132,-1.5897409636363635e-05,-10.077842941372298,-45.319906569694645,2019-07-16 06:10:04,2019-07-16 06:10:04,56
57,-0.00026540641483350217,-1.6053447761369103e-05,-15.271327780180737,-27.971161920049468,2019-07-16 06:10:04,2019-07-16 06:10:04,57
58,-5.1585342604576506e-05,-8.16175464845192e-06,-0.845220403079103,-7.179280851888629,2019-07-16 06:10:04,2019-07-16 06:10:04,58
59,-0.0003363428699486344,-1.82809855241961e-05,-11.850338210080508,-19.293515551030882,2019-07-16 06:10:04,2019-07-16 06:10:04,59
60,-9.411024180804416e-05,-6.492003485776854e-06,-5.577198026751212,-25.650036160843804,2019-07-16 06:10:04,2019-07-16 06:10:04,60
61,-4.7439904867798025e-05,-2.6377243174893807e-06,-10.632799723331509,-50.77722855312864,2019-07-16 06:10:04,2019-07-16 06:10:04,61
62,-0.002400194789402742,-9.662827010706249e-05,-17.001043853081118,-7.898303753174552,2019-07-16 06:10:04,2019-07-16 06:10:04,62
63,-0.0004581226080146732,-1.1364291171574277e-05,-10.43894563479733,-8.29065533455594,2019-07-16 06:10:04,2019-07-16 06:10:04,63
64,-0.0005259638242355793,-1.7408215918790554e-05,-9.180663562580508,-10.992079811120107,2019-07-16 06:10:04,2019-07-16 06:10:04,64
65,-0.0003966725289667613,-3.721817510220441e-06,-9.571192167877124,-4.008622098296062,2019-07-16 06:10:04,2019-07-16 06:10:04,65
66,-0.0005280420662094784,-2.4410426038864576e-05,-12.950479009525822,-18.398179701672284,2019-07-16 06:10:04,2019-07-16 06:10:04,66
67,-0.0001442847430765016,-4.539250164111764e-06,-11.589435209393875,-14.025625958076287,2019-07-16 06:10:04,2019-07-16 06:10:04,67
68,-0.0007105975111373888,-2.2926613282322902e-05,-15.124223152472627,-12.97812594737655,2019-07-16 06:10:04,2019-07-16 06:10:04,68
69,-0.0005472295448997437,6.338699812494259e-06,-7.409350769273092,2.5395057181341985,2019-07-16 06:10:04,2019-07-16 06:10:04,69
70,-3.632606608052968e-05,-5.26692467029571e-06,-1.6544510496749762,-20.466517654750565,2019-07-16 06:10:04,2019-07-16 06:10:04,70
71,-0.0037205978093654357,0.0002035591912854381,-13.517326810811513,8.083091855098065,2019-07-16 06:10:04,2019-07-16 06:10:04,71
72,-4.069331649822947e-05,-5.7003238701841745e-06,-7.154513554332801,-48.412646117165174,2019-07-16 06:10:04,2019-07-16 06:10:04,72
73,-0.00029885435848380366,-4.0314107904312774e-06,-6.612263235861519,-4.76342756554989,2019-07-16 06:10:04,2019-07-16 06:10:04,73
74,-0.00018405843713226001,-1.3635011820071923e-05,-5.601577751581837,-21.441878856516166,2019-07-16 06:10:04,2019-07-16 06:10:04,74
75,-0.00036037397783836176,-8.976983223780869e-06,-10.241816833013086,-9.873308738468602,2019-07-16 06:10:04,2019-07-16 06:10:04,75
76,-0.0005696443649502024,-2.884852428449867e-05,-17.577582411463275,-21.393968602982007,2019-07-16 06:10:04,2019-07-16 06:10:04,76
77,-0.0004235036550461668,-1.1471462599644025e-05,-13.849733034378536,-10.966240154906158,2019-07-16 06:10:04,2019-07-16 06:10:04,77
78,-0.0006508942631105387,-3.8525956289996024e-05,-11.91816883168583,-22.281153860375472,2019-07-16 06:10:04,2019-07-16 06:10:04,78
79,-0.00013850813273742107,-6.893932820376348e-06,-10.292729472192617,-42.07029388563622,2019-07-16 06:10:04,2019-07-16 06:10:04,79
80,-0.0036948221907240454,-2.924651416165884e-05,-17.93100496340369,-1.5494548630512366,2019-07-16 06:10:04,2019-07-16 06:10:04,80
81,-5.509449625224471e-05,-3.912603974884156e-06,-5.939094235622404,-43.4703305833286,2019-07-16 06:10:04,2019-07-16 06:10:04,81
82,-0.0012437324417580386,-0.00011103470471714749,-14.897223179919562,-19.32633130607259,2019-07-16 06:10:04,2019-07-16 06:10:04,82
83,-0.0012978246083745087,-4.217998289649294e-05,-12.921734242026806,-6.800743452095515,2019-07-16 06:10:04,2019-07-16 06:10:04,83
84,-0.00028729853907686796,-1.083744351994727e-05,-11.638194826185671,-17.526386700185927,2019-07-16 06:10:04,2019-07-16 06:10:04,84
85,-0.0001389195271672879,-1.6005489388719453e-05,-5.98993954605257,-36.37525326463275,2019-07-16 06:10:04,2019-07-16 06:10:04,85
86,-0.0005885762811871003,-2.1580109070664443e-05,-12.701629572401641,-12.852463578848015,2019-07-16 06:10:04,2019-07-16 06:10:04,86
87,-0.00034163415989988224,1.1089027738290838e-05,-2.4276558250474025,1.7646963208023019,2019-07-16 06:10:04,2019-07-16 06:10:04,87
88,-0.00011374835050819613,-5.464121808049373e-06,-9.802893722662448,-34.37231432035629,2019-07-16 06:10:04,2019-07-16 06:10:04,88
89,-0.00012593621288623687,-1.2096949060324999e-05,-14.898768069186985,-48.26001316798674,2019-07-16 06:10:04,2019-07-16 06:10:04,89
90,-6.022373998526506e-05,-3.450803903253542e-06,-5.932303450205691,-44.64152152469485,2019-07-16 06:10:04,2019-07-16 06:10:04,90
91,-2.93419995609235e-05,-3.245760279221265e-06,-5.063762327041402,-40.050445477868934,2019-07-16 06:10:04,2019-07-16 06:10:04,91
92,-0.0001683647594617991,-1.1692409098247128e-05,-8.192360790359656,-25.30355676925959,2019-07-16 06:10:04,2019-07-16 06:10:04,92
93,-0.0013319090097824806,-4.295541121144568e-05,-15.34742085037882,-6.8040613981376605,2019-07-16 06:10:04,2019-07-16 06:10:04,93
94,-0.0005804300303927441,-2.1769148228160463e-05,-15.887126419301392,-16.351156989123073,2019-07-16 06:10:04,2019-07-16 06:10:04,94
95,-0.00017040683893396533,-8.450697158672575e-06,-11.462131406496301,-26.787550420461855,2019-07-16 06:10:04,2019-07-16 06:10:04,95
96,-0.0023920900161937086,-7.684242770884665e-05,-21.272509056986486,-8.988759098026458,2019-07-16 06:10:04,2019-07-16 06:10:04,96
97,-0.00015534611462000408,-7.066142696813556e-06,-6.3364007273408625,-12.913627923831292,2019-07-16 06:10:04,2019-07-16 06:10:04,97
98,-0.00013756532826374355,-6.171426631576477e-06,-11.876179352990626,-36.86640972320076,2019-07-16 06:10:04,2019-07-16 06:10:04,98
99,-0.0002454260921714294,-4.987139038275685e-06,-8.378402290614734,-5.855102666761643,2019-07-16 06:10:04,2019-07-16 06:10:04,99
100,-0.000127872163586547,-6.754770248049247e-06,-10.749313529546743,-31.572421311528377,2019-07-16 06:10:04,2019-07-16 06:10:04,100
101,-0.00013442983708293374,-1.1250536154313357e-05,-9.848217387494321,-39.96866935872167,2019-07-16 06:10:04,2019-07-16 06:10:04,101
102,-0.0003201126283161654,-3.261735746909052e-05,-4.254996725180381,-12.938658993322354,2019-07-16 06:10:04,2019-07-16 06:10:04,102
103,-9.547247282144339e-05,-6.1009869142616615e-06,-7.2311451635548245,-39.29608979279341,2019-07-16 06:10:04,2019-07-16 06:10:04,103
104,-8.619720388494232e-05,-1.1030372661661856e-05,-9.107781530260775,-37.53702387441254,2019-07-16 06:10:04,2019-07-16 06:10:04,104
105,0.00011262502845045376,-1.9673537399620037e-07,4.583871038150059,-1.1806619861691585,2019-07-16 06:10:04,2019-07-16 06:10:04,105
106,-0.0003245221726071892,-1.1865600668015438e-05,-11.476711901026501,-18.435253861958174,2019-07-16 06:10:04,2019-07-16 06:10:04,106
107,-0.0003994196341470257,-2.0935988744133634e-05,-7.067169769663113,-7.621971772335155,2019-07-16 06:10:04,2019-07-16 06:10:04,107
108,-0.00043746335260986727,-1.221305120159152e-05,-12.842859564913123,-12.480885500700728,2019-07-16 06:10:04,2019-07-16 06:10:04,108
109,-0.00039325645569097815,-1.4929758657116382e-05,-6.130027967001803,-9.141322933790892,2019-07-16 06:10:04,2019-07-16 06:10:04,109
110,-0.00030908931922892966,-4.5064065355856985e-05,-4.972748109574224,-15.581502215526374,2019-07-16 06:10:04,2019-07-16 06:10:04,110
111,-0.0006781429595171393,-3.741387803788707e-05,-9.424243891662423,-10.637873163700009,2019-07-16 06:10:04,2019-07-16 06:10:04,111
112,-0.0001722957637585377,-1.1431921052471503e-05,-11.589745819983534,-42.35845389801905,2019-07-16 06:10:04,2019-07-16 06:10:04,112
113,-0.0006890226229955088,-3.734329720021366e-05,-9.341598025860819,-11.884167277096369,2019-07-16 06:10:04,2019-07-16 06:10:04,113
114,-0.0008668948124661511,-5.009674589502316e-05,-9.78233061085783,-14.260511031172335,2019-07-16 06:10:04,2019-07-16 06:10:04,114
115,-0.00029108549307755736,-1.2912241719280841e-05,-13.204024922237403,-24.550079206258154,2019-07-16 06:10:04,2019-07-16 06:10:04,115
116,-0.0004429371184757356,-4.785882838971115e-05,-9.203291703813534,-19.454496253363992,2019-07-16 06:10:04,2019-07-16 06:10:04,116
117,-0.001416518600539734,-5.521671486173124e-05,-13.484177341201304,-8.43482126331364,2019-07-16 06:10:04,2019-07-16 06:10:04,117
118,-0.0019635838225504215,-0.00017400244790920558,-13.116887350092846,-13.137062285135842,2019-07-16 06:10:04,2019-07-16 06:10:04,118
119,-0.0012606422000244306,-0.00015150959653559957,-18.876855944573293,-15.094443100120335,2019-07-16 06:10:04,2019-07-16 06:10:04,119
120,-0.0004920135074595905,-2.9939955854020473e-05,-12.82669269362147,-17.093336939221135,2019-07-16 06:10:04,2019-07-16 06:10:04,120
121,-0.00039530188187959797,-1.0133772842580659e-05,-10.541988756252502,-11.023804045692046,2019-07-16 06:10:04,2019-07-16 06:10:04,121
122,-0.004724080274368044,-0.00028583594380228824,-15.732489647844053,-7.624817139614297,2019-07-16 06:10:04,2019-07-16 06:10:04,122
123,-0.00012295911123750067,-1.3323371713322977e-05,-7.288247760237576,-39.53584169823094,2019-07-16 06:10:04,2019-07-16 06:10:04,123
124,-5.891850835959344e-05,-3.6282228389485815e-06,-11.763446680784556,-51.33161256582733,2019-07-16 06:10:04,2019-07-16 06:10:04,124
125,-0.0010719991780511352,-0.00010755345096862478,-10.789034840959275,-22.893216182391154,2019-07-16 06:10:04,2019-07-16 06:10:04,125
126,-0.000929059599169668,-4.117622416585074e-05,-6.282501037506846,-5.268015786708198,2019-07-16 06:10:04,2019-07-16 06:10:04,126
127,-0.00042555795342324104,-3.112460494480051e-05,-8.594095729516374,-22.433695662978582,2019-07-16 06:10:04,2019-07-16 06:10:04,127
128,-0.00017023495520248133,-1.1683552829554996e-06,-4.759411827680726,-2.0380418377453036,2019-07-16 06:10:04,2019-07-16 06:10:04,128
129,-0.0005847033181117403,-4.699289808185545e-06,-11.829092268540625,-2.5554137842616775,2019-07-16 06:12:28,2019-07-16 06:12:28,129
130,-0.00016871408174483593,-1.2491397608338003e-05,-11.251467519413898,-48.44309402517329,2019-07-16 06:12:28,2019-07-16 06:12:28,130
131,-0.00019637072891099733,-2.052891780833871e-05,-8.991582276432364,-38.90043017844542,2019-07-16 06:12:28,2019-07-16 06:12:28,131
132,-0.0011198948150806412,-8.916967466476335e-05,-11.691665423373445,-13.215725276387559,2019-07-16 06:12:28,2019-07-16 06:12:28,132
133,-0.00016631563780866252,-4.168950665756687e-06,-3.5042158312757796,-5.042420948051473,2019-07-16 06:12:28,2019-07-16 06:12:28,133
134,-0.0010141205535596028,5.299480452172934e-06,-9.26335533386922,1.1063165637770267,2019-07-16 06:12:28,2019-07-16 06:12:28,134
135,-0.00015523238810246173,-1.4489285397166667e-05,-11.97411345939531,-45.094148554986354,2019-07-16 06:12:28,2019-07-16 06:12:28,135
136,-2.2183074221082836e-05,-1.3958852790997948e-06,-3.2663090601820763,-27.920585925988366,2019-07-16 06:12:28,2019-07-16 06:12:28,136
137,-0.0008169704648864763,-2.711583503258444e-05,-7.777250192615939,-4.899744618601138,2019-07-16 06:12:28,2019-07-16 06:12:28,137
138,-0.0020969158078376813,-0.000143568901125435,-18.606699907153743,-15.469974096784302,2019-07-16 06:12:28,2019-07-16 06:12:28,138
139,-0.0006267417211588177,-5.433968069307184e-05,-10.62508617050687,-25.832232615349294,2019-07-16 06:12:28,2019-07-16 06:12:28,139
140,-0.00042740562533606267,-2.5485618829888174e-06,-8.571887036509779,-1.9745654661390404,2019-07-16 06:12:28,2019-07-16 06:12:28,140
141,-0.00020003894525073002,-1.619116750215133e-05,-13.646360788181363,-44.969069500000685,2019-07-16 06:12:28,2019-07-16 06:12:28,141
142,-0.00012688114578780925,-8.964701189585076e-06,-8.289291623473183,-40.34946464661466,2019-07-16 06:12:28,2019-07-16 06:12:28,142
143,-0.0006765270650106268,-5.3269242870180524e-05,-10.466640023891015,-20.7283649369837,2019-07-16 06:12:28,2019-07-16 06:12:28,143
144,-0.00037850430080263345,-4.49669364779399e-05,-7.273144560133079,-16.237114683219197,2019-07-16 06:12:28,2019-07-16 06:12:28,144
145,-0.0005822670094881231,-2.1116451791032424e-05,-14.251257426005939,-12.309720319374414,2019-07-16 06:12:28,2019-07-16 06:12:28,145
146,-0.002197278779774377,-0.0002266314951646771,-18.297538953205443,-17.306396626843593,2019-07-16 06:12:28,2019-07-16 06:12:28,146
147,-0.00016722236355877387,-9.008399085662855e-06,-11.661827856637718,-39.03563822228122,2019-07-16 06:12:28,2019-07-16 06:12:28,147
148,-0.00031189500045949753,-1.982532299347107e-05,-14.51144769424786,-32.91325865859545,2019-07-16 06:12:28,2019-07-16 06:12:28,148
149,-9.192559363561065e-05,-4.874212974870368e-06,-8.41576750831141,-36.31959343433354,2019-07-16 06:12:28,2019-07-16 06:12:28,149
150,-0.0007916189074371095,-1.1100202047924204e-05,-11.094573567536598,-4.247252108345746,2019-07-16 06:12:28,2019-07-16 06:12:28,150
151,-0.00042532139616122827,-8.69977987115471e-06,-12.48690511215616,-7.994992509422022,2019-07-16 06:12:28,2019-07-16 06:12:28,151
152,-0.00013330187976946537,4.421505397045219e-06,-1.8586440456383988,2.7394188269646715,2019-07-16 06:12:28,2019-07-16 06:12:28,152
153,-0.00037286287715245756,-2.4830686969306613e-05,-8.007166661484895,-14.101486339274414,2019-07-16 06:12:28,2019-07-16 06:12:28,153
154,-0.0002020762017227086,-1.8874658791586326e-05,-3.899145748430724,-13.784305164458003,2019-07-16 06:12:28,2019-07-16 06:12:28,154
155,-0.0004096724616087361,-1.0388875072682638e-05,-7.399049337812415,-7.399678490017585,2019-07-16 06:12:28,2019-07-16 06:12:28,155
156,-0.0004147028050962304,-1.8784077591789898e-05,-15.321940445919326,-16.535578467451888,2019-07-16 06:12:28,2019-07-16 06:12:28,156
157,-0.0011284327371772337,-0.00010744271611968894,-18.18032227999487,-20.214479947462376,2019-07-16 06:12:28,2019-07-16 06:12:28,157
158,-0.0002944795599094081,-7.849811698866128e-06,-12.391013995019714,-12.188698333093317,2019-07-16 06:12:28,2019-07-16 06:12:28,158
159,-0.00017911071068365362,-6.50850797414409e-06,-7.147908016253282,-16.530612695193554,2019-07-16 06:12:28,2019-07-16 06:12:28,159
160,-0.0005650464187893178,-4.9636363701954815e-05,-9.970303415299249,-22.13290839343584,2019-07-16 06:12:28,2019-07-16 06:12:28,160
161,-0.001490804676442855,-0.00011227055775539837,-18.51405690050593,-12.021325007017186,2019-07-16 06:12:28,2019-07-16 06:12:28,161
162,-0.0011960153595608908,-1.3344877044449962e-05,-9.169679684800215,-1.603366560853879,2019-07-16 06:12:28,2019-07-16 06:12:28,162
163,-0.00029845730497349065,-1.6160371367363562e-05,-9.51484318398145,-22.394119491473447,2019-07-16 06:12:28,2019-07-16 06:12:28,163
164,-0.0006346130802750745,-3.094063000438927e-05,-15.209044352089595,-20.052364211306955,2019-07-16 06:12:28,2019-07-16 06:12:28,164
165,-0.0008858111344107523,-1.5727040900906526e-05,-15.54996660256104,-6.801285603112171,2019-07-16 06:12:28,2019-07-16 06:12:28,165
166,-0.0005174238982806866,-3.308505060883632e-05,-12.78597155304711,-25.80320330054556,2019-07-16 06:12:28,2019-07-16 06:12:28,166
167,-0.0003101798310292234,-1.598549319942115e-05,-8.25381935210405,-17.226222550176143,2019-07-16 06:12:28,2019-07-16 06:12:28,167
168,-0.00013722315910707076,-3.483984003016495e-06,-3.187133881994944,-5.240604339694508,2019-07-16 06:12:28,2019-07-16 06:12:28,168
169,-8.649835583871225e-05,-7.932377408082184e-06,-11.557196675088749,-47.98368318058908,2019-07-16 06:12:28,2019-07-16 06:12:28,169
170,-0.0006363357451844107,-3.800732962091208e-05,-10.388137380103489,-10.286690324294105,2019-07-16 06:12:28,2019-07-16 06:12:28,170
171,-0.0003508889601815863,-2.9949638048329568e-05,-11.844595508825385,-24.71066805202786,2019-07-16 06:12:28,2019-07-16 06:12:28,171
172,-0.0003225281969788065,-1.7294192772294032e-05,-12.378044332685219,-25.11411449533756,2019-07-16 06:12:28,2019-07-16 06:12:28,172
173,-0.0007157861208049682,-5.792413178979447e-05,-12.054276940170777,-26.63080968834476,2019-07-16 06:12:28,2019-07-16 06:12:28,173
174,-0.001817319209767933,-7.100812404777e-05,-16.130518282778564,-11.509356486569457,2019-07-16 06:12:28,2019-07-16 06:12:28,174
175,-5.594647227055837e-06,-9.446743235250467e-06,-0.18727344682904906,-20.88594105371342,2019-07-16 06:12:28,2019-07-16 06:12:28,175
176,-0.0003003453455669385,-4.504754401822169e-05,-3.0914546312153823,-15.017379630468353,2019-07-16 06:12:28,2019-07-16 06:12:28,176
177,-0.00042754329586758337,-3.907077887550443e-05,-14.476734809637872,-24.64116138948665,2019-07-16 06:12:28,2019-07-16 06:12:28,177
178,-0.00021967061385349382,-1.5793676608873824e-05,-6.604554831024716,-20.70819088273929,2019-07-16 06:12:28,2019-07-16 06:12:28,178
179,-0.00011779725840405766,-8.454039144167389e-06,-11.652685623844935,-51.23209230451103,2019-07-16 06:12:28,2019-07-16 06:12:28,179
180,-0.0008178517097633083,-4.454949271500201e-05,-13.755038050475575,-21.414978156555772,2019-07-16 06:12:28,2019-07-16 06:12:28,180
181,-0.0015876659776523628,-8.26691274640487e-05,-9.835123303333187,-7.114720430108477,2019-07-16 06:12:28,2019-07-16 06:12:28,181
182,-0.0020819381974511225,-0.00014877262499926461,-11.168846800896313,-9.436716123389001,2019-07-16 06:12:28,2019-07-16 06:12:28,182
183,-0.00030766036561672767,-3.0089345222887745e-06,-8.14520153059109,-2.929850142785822,2019-07-16 06:12:28,2019-07-16 06:12:28,183
184,-0.00014031716008161985,-7.303161521468358e-06,-6.76762739965979,-21.12716761671454,2019-07-16 06:12:28,2019-07-16 06:12:28,184
185,-0.00027679501810096645,-1.754960600859912e-05,-12.953620424335064,-25.694390732738267,2019-07-16 06:12:28,2019-07-16 06:12:28,185
186,-0.0008451648572885029,-7.590469539339197e-05,-14.12135699411904,-22.4890222772476,2019-07-16 06:12:28,2019-07-16 06:12:28,186
187,-9.038877889311372e-05,-6.094445989681254e-06,-7.559930825194217,-39.80647390024193,2019-07-16 06:12:28,2019-07-16 06:12:28,187
188,-0.0002698250379049558,-1.2171777323124317e-05,-9.722017491511663,-20.592799841668686,2019-07-16 06:12:28,2019-07-16 06:12:28,188
189,-4.128130826094466e-05,-3.443220394236851e-06,-5.129709908606992,-42.115155868894384,2019-07-16 06:12:28,2019-07-16 06:12:28,189
190,-0.0008374181602018837,-2.536548084373864e-05,-15.537032493394301,-12.473380166987514,2019-07-16 06:12:28,2019-07-16 06:12:28,190
191,-0.0004309515961705565,-2.9632813800593455e-05,-9.337560046707436,-20.603784094915092,2019-07-16 06:12:28,2019-07-16 06:12:28,191
192,-0.0001401350363039826,-1.1124217773883613e-05,-6.577187802418325,-35.83993449015696,2019-07-16 06:12:28,2019-07-16 06:12:28,192
