ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
348,1.94,1.2,1.42,0.36,870.8,25.8,50.0,0.1,9bb8788b5f72db66da8a6e54fa1e1c5f58a6acc8,2019-07-16 06:20:39,2019-07-16 06:20:39
349,1.95,1.2,1.6,0.16,871.5,20.5,54.0,0.1,39217f6a85839acc441e857350e0af2cb2c3b6f0,2019-07-16 06:20:39,2019-07-16 06:20:39
350,1.81,1.2,1.98,0.34,864.0,49.4,51.0,0.1,21974fbf3d29597fc3a92a45886af01680d94e30,2019-07-16 06:20:39,2019-07-16 06:20:39
351,2.14,1.2,1.59,0.73,872.7,22.0,46.0,0.1,8268685359103a72df217bae6cdb0bc044a551dc,2019-07-16 06:20:39,2019-07-16 06:20:39
352,2.11,1.2,1.42,0.3,866.7,59.6,48.0,0.1,c1d45445e3b1d0281b00b4671971700204fb8f32,2019-07-16 06:20:39,2019-07-16 06:20:39
353,2.03,1.2,1.4,0.46,865.7,41.6,63.0,0.1,e1af76f970c567b836c218a74f0e697f79385c2c,2019-07-16 06:20:39,2019-07-16 06:20:39
354,1.92,1.2,1.69,0.54,865.7,26.3,51.0,0.1,0c9948cc342f67561d459030544fd46fddefcc35,2019-07-16 06:20:39,2019-07-16 06:20:39
355,1.96,1.2,1.49,0.4,879.3,42.6,54.0,0.1,0e690899bef7d3f5b2b5ea1a8a840990cdbafd31,2019-07-16 06:20:39,2019-07-16 06:20:39
356,1.98,1.2,1.58,0.87,860.2,33.2,49.0,0.1,c605bcba0834b2b3e1d291bedbea0600d34d50a0,2019-07-16 06:20:39,2019-07-16 06:20:39
357,2.01,1.2,1.75,0.84,869.9,32.6,74.0,0.1,3c9872ac4e011ad3c51954cbe3bfaee56b0bdaf6,2019-07-16 06:20:39,2019-07-16 06:20:39
358,2.0,1.2,1.67,0.84,865.8,33.9,55.0,0.1,250dcd51877c0814941e3a0573bf3343e7c9dcff,2019-07-16 06:20:39,2019-07-16 06:20:39
359,2.37,1.2,1.43,0.52,865.3,44.8,50.0,0.1,4cb6de31a016146403715d1e50bd7644e2295c9f,2019-07-16 06:20:39,2019-07-16 06:20:39
360,2.17,1.2,1.39,0.55,862.7,27.3,48.0,0.1,1479146530b2f71dde7ed561d12c43867f0e97a9,2019-07-16 06:20:39,2019-07-16 06:20:39
361,2.5,1.2,1.93,0.52,873.4,24.9,59.0,0.1,11aaac04b1187f50ed2380affa45073744dd11cd,2019-07-16 06:20:39,2019-07-16 06:20:39
362,2.27,1.2,1.46,0.48,879.7,52.4,52.0,0.1,deb072efe8a18c5596c14709a3a4490e15638ec3,2019-07-16 06:20:39,2019-07-16 06:20:39
363,2.29,1.2,1.27,0.56,873.6,51.2,67.0,0.1,9c6c9d69d735e5ad8d7be42ca4b0e8d408b5dcb7,2019-07-16 06:20:39,2019-07-16 06:20:39
364,2.34,1.2,1.57,0.49,868.2,34.5,59.0,0.1,ed12f851ed919d695699663aaf12e6460b7fc2d4,2019-07-16 06:20:39,2019-07-16 06:20:39
365,1.97,1.2,1.51,0.75,864.6,18.3,55.0,0.1,0f1a701137f3f5e651f9f8841459ea60496edcee,2019-07-16 06:20:39,2019-07-16 06:20:39
366,1.88,1.2,1.63,0.47,867.3,35.4,47.0,0.1,0cd61ff9febe89da9b22529b7077e32c644244e1,2019-07-16 06:20:39,2019-07-16 06:20:39
367,2.19,1.2,1.7,0.62,869.0,33.2,49.0,0.1,e548173e9450ee0767e49399f93d934b8303f96d,2019-07-16 06:20:39,2019-07-16 06:20:39
368,2.11,1.2,1.38,0.56,861.0,21.4,36.0,0.1,f346f4e4096294b715d3893968ae7567cffd8e04,2019-07-16 06:20:39,2019-07-16 06:20:39
369,2.54,1.2,1.78,0.6,865.6,43.1,45.0,0.1,3a797beaa90970e897c7a5bfd78e3cd999b1a5f9,2019-07-16 06:20:39,2019-07-16 06:20:39
370,2.15,1.2,1.6,0.68,871.9,47.4,55.0,0.1,7e8a3b6e277f23092ccf6ffadce9ea500bde71f7,2019-07-16 06:20:39,2019-07-16 06:20:39
371,2.0,1.2,1.86,0.5,864.1,32.5,49.0,0.1,7bbe8310cdcd06596620ef67c66e06e5dee0e441,2019-07-16 06:20:39,2019-07-16 06:20:39
372,2.36,1.2,1.49,0.91,868.2,36.8,48.0,0.1,594f61c0997266a2cf9f3858c5b988b17eb04e80,2019-07-16 06:20:39,2019-07-16 06:20:39
373,2.2,1.2,1.72,0.7,865.9,23.9,72.0,0.1,8f808435c31e68ef089d95ea72626a0edec5c0c9,2019-07-16 06:20:39,2019-07-16 06:20:39
374,2.14,1.2,1.77,0.36,866.6,34.2,51.0,0.1,f2ea5d71b52b2adfea00a4d7cf086d370b366c94,2019-07-16 06:20:39,2019-07-16 06:20:39
375,2.22,1.2,1.88,0.28,869.6,41.0,67.0,0.1,dabdf1469d2d3c078c1b98c114d522c2691329f4,2019-07-16 06:20:39,2019-07-16 06:20:39
376,2.17,1.2,1.4,0.71,861.7,20.9,53.0,0.1,744a0aa015e27bc211f5ef8caf47f5565bc33606,2019-07-16 06:20:39,2019-07-16 06:20:39
377,2.59,1.2,1.45,0.48,872.9,47.3,47.0,0.1,6aac588381f8f966931143b235d5a9ac12251f98,2019-07-16 06:20:39,2019-07-16 06:20:39
378,1.89,1.2,1.38,0.6,870.7,26.4,49.0,0.1,f908779b810233a66a13b9476c9c4be57e4939f8,2019-07-16 06:20:39,2019-07-16 06:20:39
379,2.15,1.2,1.8,0.72,875.1,23.7,40.0,0.1,71c2f8134963d284ec557c0f79664e2628e76753,2019-07-16 06:20:39,2019-07-16 06:20:39
380,2.45,1.2,1.6,0.43,869.0,36.0,51.0,0.1,d7a6c85f2158526a08c03210dcb07af6d6181dc1,2019-07-16 06:20:39,2019-07-16 06:20:39
381,2.24,1.2,1.53,0.54,876.7,27.0,43.0,0.1,6ad7ad67ae822393550fd5112b17be324b517233,2019-07-16 06:20:39,2019-07-16 06:20:39
382,1.93,1.2,1.94,0.32,867.5,23.6,41.0,0.1,38cc5cf100e8da2cc7a8e79ecd320b5ed17d268c,2019-07-16 06:20:39,2019-07-16 06:20:39
383,2.08,1.2,1.6,0.72,869.3,25.5,46.0,0.1,f333c57345b394c8d0b039ce6da1a7ec6bb61082,2019-07-16 06:20:39,2019-07-16 06:20:39
384,2.01,1.2,1.45,0.91,864.2,35.2,56.0,0.1,3074f99c8a88bee03ba6be024f3a43f73cbae38d,2019-07-16 06:20:39,2019-07-16 06:20:39
