da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,57.017993495466,4.051256022910098,298,1,93900,1,7.165054882571642e-08,3.1049340653990564e-10,1.8365219231845037e-05,4.826183249871143e-08,2.5,0.01,650,1,0.0008028330665846095,8.308329094890134e-05,1.434207039041086e-05,1.1026140871397045e-06,0.01773388696737698,0.002285839782289825,0.3193229351677952,0.05749693029698985,0.005704846888621121,0.000949275393132121
60,2,77.71399357325095,4.275056767035656,298,1,93900,1,7.164368695486677e-08,2.9921642404954174e-10,1.836415991597907e-05,4.6511081409856315e-08,2.5,0.01,650,1,0.0015567474212732704,0.00018195321051694928,4.480297863116026e-05,2.029712462133512e-06,0.028340634569782714,0.0035134343277529647,0.33121443572719983,0.05373659764349899,0.009532268830286525,0.0011486691681349723
70,2,99.50821117692315,4.331792170330507,298,1,93900,1,7.165442954067691e-08,3.0473489045951585e-10,1.8365824822649307e-05,4.736975181104163e-08,2.5,0.01,650,1,0.0023426487758345387,0.0003801780243697866,9.248680651725596e-05,1.2502468889729203e-05,0.038364618461279545,0.00438641382981478,0.30301277699688806,0.05655838089119483,0.011961728485452051,0.0019441503355970768
100,2,168.15632513133014,4.800646895566137,298,1,93900,1,7.16380757617649e-08,2.999396196669871e-10,1.8363282372784294e-05,4.6624930367738765e-08,2.5,0.01,650,1,0.007519020577024247,0.0007846194612615087,0.0005403940372189505,2.1276256587447887e-05,0.06764823112441913,0.00669565045017129,0.33938485269430035,0.040274139925175576,0.024391920064482406,0.0016860402889369139
125,2,227.25581041014325,5.145422668966342,298,1,93900,1,7.164974795855624e-08,3.0661866824361695e-10,1.836510143413662e-05,4.765842542932249e-08,2.5,0.01,650,1,0.015042942099646128,0.0015594292684213377,0.0016345381563427112,7.104059237369136e-05,0.0988136325809128,0.009597956054938059,0.3713626597218497,0.0414274577166501,0.04035723543592554,0.00249935465639859
150,2,287.4115257633458,5.563546212666093,298,1,93900,1,7.163484043084268e-08,3.0443258655852976e-10,1.8362779813180678e-05,4.7321942892810155e-08,2.5,0.01,650,1,0.02369065749005857,0.002494772645276779,0.003547001699502262,0.00015477278099253758,0.13122981797707584,0.012286163358673894,0.36551268458172065,0.04060953791877481,0.054733564929801096,0.0031993935781679523
250,2,543.0753570410583,9.041571836639909,298,1,93900,1,7.164925274129946e-08,2.992348934928464e-10,1.8365021522556325e-05,4.65115432742083e-08,2.5,0.01,650,1,0.1336600065798814,0.015133125060045126,0.03750225159155911,0.002718235053429848,0.2203868103413877,0.01980103448039877,0.5775364780796368,0.06850459769359739,0.16204568049262083,0.013055299455546085
300,2,679.9114053280587,11.720104987987675,298,1,93900,1,7.163766091142305e-08,2.997752789527034e-10,1.8363217378356472e-05,4.659484689562715e-08,2.5,0.01,650,1,0.27447396030221843,0.03972748616294086,0.0892030469355702,0.009635282604228058,0.2471133661891685,0.02663209039613224,0.7567995632782543,0.11378509021000179,0.24590694858497344,0.027904651271328604
350,2,822.6399362874267,14.719402938014246,298,1,93900,1,7.164274949379562e-08,3.064160049372665e-10,1.836400807937772e-05,4.7624689012934896e-08,2.5,0.01,650,1,0.4957523122087099,0.06760799857821567,0.17812914398803734,0.020702992691229855,0.2659461218366531,0.03038156344802303,0.9335598741934531,0.1314193202098824,0.3354262791689447,0.04053010788115429
450,2,1124.3820688913197,20.80080302113948,298,1,93900,1,7.16513599426571e-08,3.014604634236453e-10,1.8365341778464774e-05,4.6855692562446884e-08,2.5,0.01,650,1,1.0014538238427948,0.1715407720996057,0.39691513785782573,0.07416582103183542,0.28516193663881395,0.042110705214570256,1.009474478417882,0.17625125333870367,0.4001250636374113,0.07611756420223299
