da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,97.60578015493182,4.29119757425678,298,1,93900,1,7.165040990786422e-08,3.0605133485702777e-10,1.8365194953264423e-05,4.756801074531146e-08,2.8,0.01,450,1,0.0008037444427741623,8.458372375518438e-05,1.4300485168577487e-05,1.067600711962709e-06,0.01766704200903888,0.0022491197230202356,0.10804002315119168,0.014892880593727266,0.0019224018938909751,0.00022288157965381046
60,2,118.37322998066253,4.095605901410954,298,1,93900,1,7.166573986299312e-08,3.001951429401621e-10,1.836758502968757e-05,4.665600037677738e-08,2.8,0.01,450,1,0.0015633042429052425,0.00018539237750787372,4.492483262551345e-05,2.106241012408973e-06,0.02831073212349102,0.0035792213820637843,0.14256054317121708,0.019608619695205727,0.00409658655312847,0.00034005366540260123
70,2,139.19602393271123,4.027211501743127,298,1,93900,1,7.163550812870124e-08,3.101110757989876e-10,1.836288643926592e-05,4.820361035571527e-08,2.8,0.01,450,1,0.0023350139904486237,0.0003594227622077561,9.226951994983244e-05,1.2125939860369053e-05,0.03836879176515964,0.0043861060897710255,0.1538071788762732,0.025247915864717006,0.006077524218216946,0.0008665127123200927
100,2,199.6436777801833,4.143414955257434,298,1,93900,1,7.16409911429934e-08,3.1141412485935767e-10,1.836373601997352e-05,4.840176742530926e-08,2.8,0.01,450,1,0.0075142700271870096,0.0007861506117316148,0.0005404059705960929,2.022500010185755e-05,0.06770756812078176,0.006833445175732183,0.24031257606093104,0.026692528537039243,0.017285898149062423,0.00097517681687722
125,2,249.09387993352004,4.221216642991656,298,1,93900,1,7.164800018251777e-08,3.0868741897875773e-10,1.8364821381839042e-05,4.7987163214401146e-08,2.8,0.01,450,1,0.015056005744631841,0.0015589692168367496,0.0016341638972522453,6.857632724967295e-05,0.09872417906498494,0.009634890346508789,0.3092579535621306,0.034048099737535475,0.03356258487632569,0.0018132852069985292
150,2,298.328570370749,4.53798046676758,298,1,93900,1,7.164701409131698e-08,2.9932523134032375e-10,1.8364670209453987e-05,4.652410157342742e-08,2.8,0.01,450,1,0.023449209029487973,0.002528264146377206,0.003541435232184031,0.0001573314765018336,0.1322599683870629,0.012515820865488641,0.3357229879036768,0.03784470077346081,0.050696750153570745,0.002684834899080543
250,2,495.5942407026359,6.5769145787309276,298,1,93900,1,7.165154171912978e-08,2.9860817313407214e-10,1.836537993522829e-05,4.641018543227892e-08,2.8,0.01,450,1,0.13347874068387988,0.015625313831894472,0.037426877882507016,0.0026645052277841502,0.2204250406130035,0.02066215740101475,0.6923553064027845,0.0834588611766226,0.1941149272467209,0.014687339349333346
300,2,596.1727087470874,8.0075503812102,298,1,93900,1,7.164614340996014e-08,3.015209490790354e-10,1.8364535920755482e-05,4.686714310816977e-08,2.8,0.01,450,1,0.2761356327229281,0.03894284414252807,0.0893884513867763,0.009366142413654993,0.24634273247411356,0.026294991411889644,0.9897014641116632,0.14177390995811304,0.32037355371550963,0.03447030080073805
350,2,698.0464101353409,9.61923024362935,298,1,93900,1,7.164381919795145e-08,2.987267624036961e-10,1.8364174904961614e-05,4.643819714557415e-08,2.8,0.01,450,1,0.49598663207744914,0.0650801980094042,0.17697654089393686,0.02069021541044262,0.2644191001011275,0.030047628185488732,1.2967278222450862,0.17370094167414107,0.46269106417365874,0.05541281170441018
450,2,905.3080878102301,12.833652884679813,298,1,93900,1,7.164655222015394e-08,3.0843589561935897e-10,1.836460001939324e-05,4.794256654063011e-08,2.8,0.01,450,1,1.0000995856449202,0.17431214364338257,0.399091377523074,0.07319486671925142,0.2868346058920707,0.043003094962397556,1.554645040691675,0.27512328392857005,0.620380358440711,0.1153220932603427
500,2,1010.2837481487021,14.735044260834144,298,1,93900,1,7.163750089994673e-08,3.053403732661075e-10,1.8363192840359804e-05,4.746099904055945e-08,2.8,0.01,450,1,1.5939070201503527,0.35425220795307144,0.6155949649753792,0.16944550857566876,0.2794690839270392,0.057355650095059864,1.989466532591272,0.445539905819147,0.7682570365891989,0.21183890339942063
550,2,1116.6230461171053,16.74217021356351,298,1,93900,1,7.165659583616416e-08,3.0147528676161854e-10,1.8366164818742527e-05,4.685746541636388e-08,2.8,0.01,450,1,1.7326307924235163,0.4101646895798633,0.69871868882674,0.17269384670013813,0.28901644268855187,0.04519251697050172,1.770438092166057,0.4226281305181293,0.7141251017084114,0.17839733079108575
