da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,67.9387261149468,3.0611474596103836,298,1,93900,1,7.163998707128353e-08,2.994380570109425e-10,1.836358004419511e-05,4.654251604094461e-08,2.8,0.01,650,1,0.0008011954433400664,8.226941513174032e-05,1.4272271929637236e-05,1.084412581782586e-06,0.017676517303393275,0.0022040380891518133,0.2223705293386552,0.030608323959342196,0.003962276119105795,0.00047921382193912666
60,2,83.78369117090527,3.2743230135994046,298,1,93900,1,7.164616478999858e-08,2.9671076470937593e-10,1.8364543151136818e-05,4.6121812873246665e-08,2.8,0.01,650,1,0.0015611335707926906,0.00018069375120864255,4.483397838171784e-05,2.0796516046301522e-06,0.02828034283229455,0.0035356126566504554,0.2844558224100941,0.039961908759075786,0.008170099959281578,0.0007528129551127398
70,2,99.60439285349555,3.158022144312261,298,1,93900,1,7.164035626623657e-08,3.0247097605428547e-10,1.836363905038746e-05,4.7017270434545203e-08,2.8,0.01,650,1,0.002332995476419239,0.000372255632692889,9.261120084750716e-05,1.243723814038217e-05,0.03855129641565609,0.004343367687766357,0.3003500937372977,0.05190943244094645,0.011921086198317613,0.0017678122751625708
100,2,147.3957642618104,3.2449667250387813,298,1,93900,1,7.163597559782428e-08,3.015871818334743e-10,1.8362961011263804e-05,4.687110519425959e-08,2.8,0.01,650,1,0.007495005185138561,0.0008019269132872899,0.0005406420014800545,2.0181272345815464e-05,0.06792289608874323,0.006940605150757032,0.43992250399923033,0.05125711722047561,0.03173109758100565,0.0018381269532228332
125,2,187.16621033749635,3.2706339974074536,298,1,93900,1,7.164163976132739e-08,3.0145774342603556e-10,1.836383834015151e-05,4.68576817748302e-08,2.8,0.01,650,1,0.015067844428496326,0.0015842015154191808,0.001636883987304612,6.91127607178255e-05,0.09882853435163434,0.009794515112245468,0.5481218148595344,0.060543146453667075,0.05955087171760988,0.003308047970215509
150,2,226.96382318143785,3.5234858825252107,298,1,93900,1,7.165277527438315e-08,3.0831836879491583e-10,1.83655694603258e-05,4.792263057497635e-08,2.8,0.01,650,1,0.023559949767827014,0.0025389233501168992,0.0035441135569988075,0.00015692835101892134,0.13181694448347658,0.012570116537113844,0.5827187494791608,0.06496281901807249,0.08766031010170598,0.004684656147722272
250,2,387.4331516668697,4.966608553466179,298,1,93900,1,7.16433396332757e-08,2.994578859393544e-10,1.8364103636399175e-05,4.6543792652470124e-08,2.8,0.01,650,1,0.1336980054406065,0.015234292154812338,0.03743233722754167,0.002672382444053812,0.22007558596921864,0.020183595406296714,1.1346321682698162,0.13232227468013516,0.31765866880770866,0.023970622079796108
300,2,469.4368950465076,5.849485650344511,298,1,93900,1,7.164971661158677e-08,3.1081762700385603e-10,1.8365086985483237e-05,4.8313767099275e-08,2.8,0.01,650,1,0.2756511599102747,0.03940420435357703,0.08921752020846035,0.009614196728857173,0.24630368293193,0.026514400824917,1.5934887924713181,0.23209462359878943,0.5157365123928621,0.05729185389974711
350,2,552.3073563351378,6.874965071742609,298,1,93900,1,7.164325309317517e-08,3.011286349309742e-10,1.8364090360802966e-05,4.680455322153866e-08,2.8,0.01,650,1,0.49602294575219513,0.06763081807985964,0.177964590613813,0.020293322607918603,0.2657305994831107,0.030512835084814276,2.071444806147115,0.2880280582571253,0.7431538230910408,0.08669814719292551
450,2,720.875041119118,9.662331422566014,298,1,93900,1,7.165256673526978e-08,3.082106755255741e-10,1.8365537806353136e-05,4.790617979500932e-08,2.8,0.01,650,1,1.0032147090905066,0.17776665929358682,0.4001326162439915,0.07593539743906419,0.28657392869636167,0.042836829352007756,2.4588945724138824,0.43831505943567073,0.980877484799701,0.1880645198486296
500,2,806.6972338747572,10.81335502420345,298,1,93900,1,7.164684379104287e-08,2.994271588402473e-10,1.8364648124105765e-05,4.6536185533298366e-08,2.8,0.01,650,1,1.5903817792119945,0.3455547552834147,0.6162649679253985,0.17164593867045258,0.2797894244294547,0.05707579888981509,3.113273934155469,0.6813758625255479,1.2066593052780266,0.33841273316115195
550,2,893.0666271261243,12.43251972057928,298,1,93900,1,7.164640587640206e-08,2.9599817755521783e-10,1.8364583587483354e-05,4.6012716571629136e-08,2.8,0.01,650,1,1.7309238258735438,0.39681918016967743,0.6989055227270741,0.1711507678547133,0.2889712247204483,0.04498803475438856,2.764536671223809,0.6378179342907154,1.1163653777870406,0.2753101187944195
