da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,97.56481904627914,4.288777103588715,298,1,93900,1,7.164570064715362e-08,3.0427708231358527e-10,1.8364460136786453e-05,4.7293165453469956e-08,2.8,0.01,450,1,0.0008009495332613508,8.337855582118736e-05,1.4294107200439224e-05,1.115781291664785e-06,0.017713208426019127,0.0022607291269909724,0.10775946355323458,0.0147696652504905,0.001923236991252837,0.00022823235861986311
60,2,118.48411186682335,4.083498076583227,298,1,93900,1,7.163884658290288e-08,3.0377515557234703e-10,1.836340309881273e-05,4.721678188485342e-08,2.8,0.01,450,1,0.001562613245080842,0.00018527531255664413,4.4849951950792286e-05,2.0759824246852347e-06,0.028280878434395605,0.0036022036487831383,0.1422515987093265,0.01966630220884843,0.004082446684902574,0.00034223532249492457
70,2,139.02021342139932,4.123101126049513,298,1,93900,1,7.164056904534804e-08,3.004955304748181e-10,1.836366874425765e-05,4.6707099640498016e-08,2.8,0.01,450,1,0.002336189575182665,0.00037418801199710705,9.251004811826712e-05,1.2693792520745678e-05,0.038458057069484165,0.004461448270356286,0.15434047713925333,0.026501067915048027,0.006111355396514571,0.0009183288800809191
100,2,199.43798293335198,4.1983059626206085,298,1,93900,1,7.164821725373781e-08,3.000888319909603e-10,1.8364861040026024e-05,4.6641449321705656e-08,2.8,0.01,450,1,0.007506464879839741,0.0007955315911539656,0.0005405559003710986,2.059519396601305e-05,0.0678087097058926,0.006940702282528932,0.2406216078438738,0.02758835838033535,0.01732779588493472,0.0010065150723798082
125,2,249.20431644901987,4.374958277249646,298,1,93900,1,7.164932204519606e-08,3.1599138418416167e-10,1.8365029107892625e-05,4.911268426212406e-08,2.8,0.01,450,1,0.01502404794600261,0.0015736484634874912,0.0016329134093591429,7.162169783372268e-05,0.09883749941409176,0.009531246810791805,0.3082996254870815,0.033959432277930836,0.033507476900222995,0.0018524105376689064
150,2,298.3530592595014,4.6131936035278605,298,1,93900,1,7.163894449102925e-08,3.150188186044013e-10,1.8363416851634736e-05,4.8965903811033956e-08,2.8,0.01,450,1,0.02363059720972104,0.0024795269770853477,0.003546433898957787,0.0001534993296748706,0.13149509051816494,0.012242461197431501,0.3383099832602103,0.03758883316230554,0.050766147283281375,0.002753782651361548
250,2,495.5607792774343,6.721427986153609,298,1,93900,1,7.163794556260497e-08,3.085787272959883e-10,1.836325835710221e-05,4.796601114365042e-08,2.8,0.01,450,1,0.13383683657002193,0.01580879068713243,0.03741184516237301,0.0027226525009237785,0.21991214113554328,0.020770123424175273,0.6942530037930972,0.08407562564642318,0.19404980552322262,0.0147623344001344
300,2,596.1756349507349,7.862597981343431,298,1,93900,1,7.165143836280564e-08,3.0585714220918724e-10,1.8365356276485843e-05,4.754516547895018e-08,2.8,0.01,450,1,0.27654470520000923,0.03931341506391639,0.08908304269543321,0.009562069190442895,0.2454415509737445,0.026770576979238812,0.9911026176626656,0.14276855769876576,0.3192922902416489,0.035356567819664106
350,2,698.1146965450564,9.418706724762188,298,1,93900,1,7.164938231984053e-08,3.0949189087130726e-10,1.83650393049322e-05,4.80992279131202e-08,2.8,0.01,450,1,0.4969908410280963,0.06544464294759596,0.17753938697739047,0.020115828339764087,0.2646487999088728,0.02879004979716531,1.2991173346449236,0.17465047381725365,0.4640607684260177,0.05389081098796352
450,2,905.1847071485067,13.0560800544636,298,1,93900,1,7.164135467960552e-08,3.0290761455822984e-10,1.836379505292874e-05,4.708893331214194e-08,2.8,0.01,450,1,1.0056094490827738,0.16689944147717647,0.4004220708904171,0.07211244260980357,0.2861398777572394,0.04161708763873238,1.5637020200203549,0.2637771194418152,0.6226029497166657,0.11357383508258821
500,2,1010.4763267372549,14.951433169613969,298,1,93900,1,7.164013762564087e-08,3.090373220116897e-10,1.8363601309908052e-05,4.804494653093463e-08,2.8,0.01,450,1,1.5953261200993232,0.3532264671442191,0.6167660190890419,0.17372812771063378,0.2795170485644499,0.058543816647039774,1.990793470115662,0.44493164788475076,0.7697295542870612,0.2185245526691867
550,2,1116.316462134063,16.811199474902004,298,1,93900,1,7.164463231691717e-08,3.0047896343034793e-10,1.8364306589420293e-05,4.6703987625582375e-08,2.8,0.01,450,1,1.7414497741040686,0.4150482931408284,0.7061270131847294,0.17442743114497666,0.2900389848939201,0.043711005673984234,1.781100599557839,0.4304130781156521,0.7220726071374756,0.1801586666380872
