da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,57.13037237094702,4.000688603055881,298,1,93900,1,7.165344491188221e-08,3.019291233480227e-10,1.83656676811876e-05,4.692950703265742e-08,2.5,0.01,650,1,0.0008049217398142519,8.391465800387343e-05,1.4307894746197025e-05,1.0818473042466389e-06,0.017646797697189073,0.0022322154288490037,0.31857647088311103,0.055782765614956833,0.005662038735303055,0.0008961268902472407
60,2,77.61835198747322,4.305120506752367,298,1,93900,1,7.164365718258313e-08,3.0843159990738543e-10,1.8364149071032894e-05,4.794300178068329e-08,2.5,0.01,650,1,0.0015649347529065668,0.00018597865211020817,4.4819370186323834e-05,2.098601941320025e-06,0.028214190277873558,0.0035213790477361907,0.3337687459568883,0.05434100397722492,0.00956086827994834,0.0011676301074153095
70,2,99.43723494170622,4.460082893303767,298,1,93900,1,7.165417068395104e-08,3.0288350699546884e-10,1.8365783250359042e-05,4.7079580653237666e-08,2.5,0.01,650,1,0.0023386918515379304,0.0003710803140157964,9.237501973548798e-05,1.2778213857299621e-05,0.038337385445236745,0.0043380903148842465,0.30313940614288337,0.0564836611474695,0.011968233614684652,0.001987231871019373
100,2,168.1304705103845,4.769896057362951,298,1,93900,1,7.164574340724868e-08,3.0525827928553554e-10,1.8364475781834295e-05,4.744471997025388e-08,2.5,0.01,650,1,0.007527170272132603,0.0007732461122151366,0.00054030382570396,2.0154568253385638e-05,0.06756179675764577,0.006669285400005353,0.3398059304029779,0.03945186450569343,0.024394624186139816,0.001655271146868202
125,2,227.19752545050335,5.159797804802379,298,1,93900,1,7.164856913882163e-08,3.0341715523127284e-10,1.8364914412042056e-05,4.716004490398525e-08,2.5,0.01,650,1,0.015015995598128103,0.0015751396601412257,0.0016339501389442972,6.989277664665271e-05,0.09897396327640293,0.009836457052690548,0.37092563558393626,0.042100139775091146,0.040366755776538754,0.002534617790825224
150,2,287.45585392873454,5.621561295745332,298,1,93900,1,7.16372631988401e-08,2.998273804340515e-10,1.8363158536998288e-05,4.660811247350429e-08,2.5,0.01,650,1,0.023619347125736597,0.0024367003443499084,0.0035436736837137018,0.00015346647598803238,0.13140302039816035,0.01179446029118573,0.3643551013805176,0.04018343730693456,0.05466720330296303,0.0032086486814268426
250,2,543.2017556495969,9.027791096916891,298,1,93900,1,7.164220422578153e-08,3.0594820315260634e-10,1.8363926100923793e-05,4.755732997711383e-08,2.5,0.01,650,1,0.1334443197606712,0.015707791820226406,0.03736589360673038,0.0026565150445819587,0.22019638031705857,0.02043882000557201,0.5763934504400475,0.07132020965622848,0.16137795819045078,0.01275708580754154
300,2,679.8176675575922,11.711363307188968,298,1,93900,1,7.165006807807568e-08,3.0776050255591425e-10,1.8365146005790484e-05,4.7840204389120764e-08,2.5,0.01,650,1,0.27482668147750683,0.037390106065075146,0.08940170080520819,0.009425165588427136,0.24710026182965011,0.026424990991997074,0.7579363187984635,0.10729227813095599,0.24655154589441072,0.027597398653356676
350,2,822.4269858845846,14.61894579406632,298,1,93900,1,7.164095708536466e-08,3.042740094415886e-10,1.836373254884492e-05,4.730107034901874e-08,2.5,0.01,650,1,0.4953135300858763,0.06672449766192863,0.17864004226000157,0.020201872775776432,0.2666425408452958,0.02957888253829947,0.933357181584874,0.13101649220048264,0.33657886540272536,0.039755498852146985
450,2,1124.4457209917796,21.05291963230168,298,1,93900,1,7.163432328945853e-08,3.0405135150567294e-10,1.8362698373262254e-05,4.726288099296056e-08,2.5,0.01,650,1,1.0091004548124218,0.17008420772152166,0.39870786218939996,0.07343477491915504,0.28453452375212407,0.04233402569690663,1.017492254228942,0.1775909487185335,0.40193743322841835,0.07567957057283842
