da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,2,80.43705915404689,3.6161664838189265,298,1,93900,1,7.163978918088868e-08,3.069820548599354e-10,1.8363548445796045e-05,4.7713684977418626e-08,2.8,0.01,550,1,0.0008022795574714074,8.297563478303791e-05,1.4268584512498352e-05,1.1096258807006798e-06,0.017652849300650426,0.0022455830493742597,0.15887250029889724,0.022106648388773575,0.0028246687936437594,0.00033461260404376106
60,2,98.31733257691022,3.5473752977664454,298,1,93900,1,7.167089099983435e-08,3.0236801407040617e-10,1.8368387366026033e-05,4.699028654330445e-08,2.8,0.01,550,1,0.0015657640681765155,0.0001849595985376587,4.481577301374926e-05,2.0699368681789914e-06,0.028196323476827045,0.0035122167355885565,0.20708142476063685,0.028991208161444217,0.005926210780406944,0.000509532436007665
70,2,116.21629642039966,3.6056554140703114,298,1,93900,1,7.164261843473194e-08,3.034553010275383e-10,1.836399008827503e-05,4.716473455988503e-08,2.8,0.01,550,1,0.0023441208321753728,0.00037960570441367266,9.304276903523466e-05,1.2700525693336669e-05,0.03856022444468655,0.004485343396978747,0.22161618819669548,0.03848862602831693,0.008797143108312935,0.0013300567455379428
100,2,169.70331663412554,3.591327572941979,298,1,93900,1,7.164081086250272e-08,3.013907382549667e-10,1.8363708773247287e-05,4.6852224329414296e-08,2.8,0.01,550,1,0.007532747774979387,0.0007915827896401857,0.0005409296569395119,2.0127166198758883e-05,0.06761700326406594,0.006820562876789566,0.3335008576057262,0.038028853269974495,0.023947227541049908,0.0013550015394838866
125,2,213.74529058137173,3.729225101518068,298,1,93900,1,7.164384626468317e-08,3.103651439789662e-10,1.836417523334777e-05,4.82394246671683e-08,2.8,0.01,550,1,0.015072592424776808,0.001585642363162709,0.0016357282621739728,7.123793501335303e-05,0.09871494300699948,0.009579185154361533,0.4204297292455398,0.04664048257360706,0.04562616836160635,0.002525428194774042
150,2,257.4866016850065,3.937075106827257,298,1,93900,1,7.165068416006277e-08,3.0474197102445917e-10,1.836524383068145e-05,4.736753693447129e-08,2.8,0.01,550,1,0.02355465244020611,0.0025372566727650397,0.00354821532246428,0.00015644230330920595,0.13195399351748266,0.01232684956086321,0.4526527349753138,0.0505408672351438,0.06819020007049686,0.0036781620217565644
250,2,433.8712028365961,5.669130635826167,298,1,93900,1,7.16392135285903e-08,3.0827778309272996e-10,1.8363461703010375e-05,4.791768837973515e-08,2.8,0.01,550,1,0.13375031959781913,0.01568131528760654,0.03739876090477696,0.0026304779434615884,0.21998614436321323,0.020982517513770362,0.9051531048463382,0.10894978383316066,0.253088711712308,0.01905673579191558
300,2,523.5372356809492,6.672100579961864,298,1,93900,1,7.16448009569981e-08,3.0458684971212037e-10,1.8364326763844992e-05,4.7346900516152955e-08,2.8,0.01,550,1,0.2762262160180845,0.039096589834795206,0.08918334839613853,0.009630073052004955,0.24582506723485453,0.026717535996438228,1.2837408518456375,0.18413523036873475,0.4144634361832087,0.04578805429162339
350,2,614.6086908076066,8.017930122000816,298,1,93900,1,7.165021877171621e-08,3.073711181572087e-10,1.836516802800592e-05,4.7772825485509367e-08,2.8,0.01,550,1,0.495077952703553,0.06651708950249008,0.17716036680199782,0.02043750065711108,0.26502720299111504,0.02905663763065276,1.6694386548837075,0.22740299230226327,0.5973373340826312,0.06974824038172976
450,2,799.4194103324329,10.975238071849605,298,1,93900,1,7.163186877905337e-08,3.082240847832848e-10,1.8362315795822917e-05,4.791656019750011e-08,2.8,0.01,550,1,1.007804438192298,0.1723665915927599,0.3983642465392868,0.07596282796100601,0.2844541760148082,0.04215343593128206,2.008778130433284,0.34723438434453846,0.7941139151911911,0.1528939224817843
500,2,894.0653649688915,12.68220794938593,298,1,93900,1,7.163863585499519e-08,2.996811862406668e-10,1.8363377221897724e-05,4.658161635603106e-08,2.8,0.01,550,1,1.5821587858458814,0.35543273481506044,0.6091987177333552,0.16616831701560825,0.2788811658668821,0.05555765483112071,2.5209614126595916,0.5675957002502167,0.9709713046769568,0.2665524034198388
550,2,988.5239432478037,14.368613437365749,298,1,93900,1,7.165107009420731e-08,3.0576832277108957e-10,1.836530299151211e-05,4.7530184383914185e-08,2.8,0.01,550,1,1.7330999095139625,0.4117342927071922,0.6992884928726749,0.17306971576806185,0.28909634609624657,0.046164628930041945,2.259804181410402,0.5414458228826199,0.911716837710196,0.2268204196518179
