dm,ABS_TMatrix,SCA_TMatrix,ABS_RDG,SCA_RDG,NumberOfCalcs,dp_median,Np_Ave,dp_Ave,D_TEM,dp_100nm,RealErrorABS,RealErrorSCA,AbsoluteErrorABS,AbsoluteErrorSCA,RealPercentErrorABS,AbsolutePercentErrorABS,RatioABS,RealPercentErrorSCA,AbsolutePercentErrorSCA,RatioSCA,SSA_TMatrix,SSA_RDG,MAC_TMatrix,MSC_TMatrix,MAC_RDG,MSC_RDG,Agg_Mass_gr
50.0,0.0003606896523802325054797928195,0.000004915851465725433388250982777,0.0003065571311315826143974798482,0.000003760392891007024988211100676,32,18.1,9.160892761519171981567170568,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0000541325212486498910823129713,0.000001155458574718408400039882101,0.0000541325212486498910823129713,0.000001155458574718408400039882101,17.65821628380738872458905522,17.65821628380738872458905522,1.176582162838073887245890552,30.72707050057684589319153630,30.72707050057684589319153630,1.307270705005768458931915363,0.01344578080475683751452554374,0.01211788764701952918439955876,5.702879289375124173675938065,0.07772473462581191978547544883,4.846987715349189815135208984,0.05945573042231444469358570771,6.324693791997725907942288855E-17
53.163,0.0004145221392711879493460842517,0.000006406722970443414663714117962,0.0003508442087232115502278381371,0.000004878242837280334860825246471,32,18.1,10.48438003736938092542204781,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0000636779305479763991182461146,0.000001528480133163079802888871491,0.0000636779305479763991182461146,0.000001528480133163079802888871491,18.14991639158372750380902340,18.14991639158372750380902340,1.181499163915837275038090234,31.33259626770079983922858746,31.33259626770079983922858746,1.313325962677007998392285875,0.01522044113659680269453080815,0.01371362087459012151424478022,5.726711933195402040678874716,0.08851024688819451317345098833,4.846987715349189815135208983,0.06739396722789239912762818289,7.238396903961119395165283883E-17
56.526,0.0004771673360455631282498209882,0.000008273181796881447153996922145,0.0004015292642604980129372192724,0.000006319888301173965555198531298,32,18.1,11.99901555963001890455345376,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0000756380717850651153126017158,0.000001953293495707481598798390847,0.0000756380717850651153126017158,0.000001953293495707481598798390847,18.83749916070720173259752683,18.83749916070720173259752683,1.188374991607072017325975268,30.90708890131243333813976889,30.90708890131243333813976889,1.309070889013124333381397689,0.01704262724844613305715102073,0.01549565142278508982294998369,5.760038985547674618729848275,0.09986821411432527407692833508,4.846987715349189815135208979,0.07628938581745822226744050736,8.284099070211296846836156652E-17
60.102,0.0005477710905158080394420176248,0.00001070855308934638667766107827,0.0004595429526796320643833906027,0.000008175346144233917273938832188,32,18.1,13.73271592294256184408417329,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0000882281378361759750586270221,0.000002533206945112469403722246082,0.0000882281378361759750586270221,0.000002533206945112469403722246082,19.19910583367900194409737057,19.19910583367900194409737057,1.191991058336790019440973706,30.98592891873017142662196010,30.98592891873017142662196010,1.309859289187301714266219601,0.01917447343330089689765979278,0.01747920952588729201118309581,5.777566016564500694068456531,0.1129474948327872781732006331,4.846987715349189815135208982,0.08622872377602117412701994336,9.481000977666504661163754959E-17
63.905,0.0006301108422791475288215082256,0.00001380134197645050566847955563,0.0005259570281494627650034238550,0.00001055830467935976903513476852,32,18.1,15.71734461621879381989759853,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0001041538141296847638180843706,0.00000324303729709073663334478711,0.0001041538141296847638180843706,0.00000324303729709073663334478711,19.80272314187748932680131153,19.80272314187748932680131153,1.198027231418774893268013115,30.71551158615917919822849807,30.71551158615917919822849807,1.307155115861591791982284981,0.02143357792243938232331390973,0.01967940901835966802185747233,5.806823273340602835486564009,0.1271870731541569527381993291,4.846987715349189815135208984,0.09730067350906819584945587527,1.085121438380974789734273939E-16
67.948,0.0007230062860315580537018616133,0.00001788463334343054384635590276,0.0006019492562605308823223181247,0.00001360898799371207268870355489,32,18.1,17.98826628810004067229196793,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0001210570297710271713795434886,0.00000427564534971847115765234787,0.0001210570297710271713795434886,0.00000427564534971847115765234787,20.11083633910700140858229358,20.11083633910700140858229358,1.201108363391070014085822936,31.41780528937199384004680288,31.41780528937199384004680288,1.314178052893719938400468029,0.02413936097167707184419754015,0.02210836768208594727023077892,5.821757482159686906348741882,0.1440098101418923439796936720,4.846987715349189815135208987,0.1095816581511110423011855063,1.241903820705608835580735523E-16
72.246,0.0008312750975425556167027888552,0.00002262274155909149257326188658,0.0006889042827362691995518309118,0.00001750313238400529127201936729,32,18.1,20.58679288659463662672014083,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0001423708148062864171509579434,0.00000511960917508620130124251929,0.0001423708148062864171509579434,0.00000511960917508620130124251929,20.66626937501413890853362035,20.66626937501413890853362035,1.206662693750141389085336203,29.24967407413658982139867001,29.24967407413658982139867001,1.292496740741365898213986700,0.02649349901493134588409025987,0.02477767363331706985546381385,5.848679253177096915370824828,0.1591689196486150872020118285,4.846987715349189815135208983,0.1231484108480745993835187078,1.421303958651850457381596385E-16
76.817,0.0009543302318427516662837515524,0.00002895658489069208017366077279,0.0007884546895901234370053690339,0.00002246045101084972065181939893,32,18.1,23.56169897830700614565393039,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0001658755422526282292783825185,0.00000649613387984235952184137386,0.0001658755422526282292783825185,0.00000649613387984235952184137386,21.03805639596845974180839377,21.03805639596845974180839377,1.210380563959684597418083938,28.92254423877928482618152247,28.92254423877928482618152247,1.289225442387792848261815225,0.02944876753955487366251457382,0.02769765896121284785259699569,5.866699724410015564332505823,0.1780092288075707760193912295,4.846987715349189815135208984,0.1380745546549851993979287613,1.626690092680214428253076415E-16
81.676,0.001094754266498983627581850739,0.00003692895724919438781238487777,0.0009023541700601537343319300950,0.00002874486894424455135875657934,32,18.1,26.96540987592193152454542832,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.0001924000964388298932499206440,0.00000818408830494983645362829843,0.0001924000964388298932499206440,0.00000818408830494983645362829843,21.32201554806400514145409155,21.32201554806400514145409155,1.213220155480640051414540915,28.47147545123352388993331052,28.47147545123352388993331052,1.284714754512335238899333105,0.03263188538474951710638801378,0.03087197788860435885399505324,5.880463189628696371353842384,0.1983635783669823314878004057,4.846987715349189815135208979,0.1544028179564880492244528715,1.861680332307476775240805147E-16
86.843,0.001255172915421909608937495985,0.00004662050308621776871772646897,0.001032734912295063946280718726,0.00003668475380556599352187567114,32,18.1,30.86156478049050923214268057,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.000222438003126845662656777259,0.00000993574928065177519585079783,0.000222438003126845662656777259,0.00000993574928065177519585079783,21.53873181574911554674034450,21.53873181574911554674034450,1.215387318157491155467403445,27.08413782279294958544403211,27.08413782279294958544403211,1.270841378227929495854440321,0.03581252019206356652919296395,0.03430342172341727093208811649,5.890967400500556938716751337,0.2188063975102011817364519687,4.846987715349189815135208979,0.1721744359750911016887166865,2.130673673928762973251015550E-16
92.337,0.001437226456375753444753162988,0.00005910695730814322689023855705,0.001181946310006453777975560992,0.00004667172434872228033054059853,32,18.1,35.32050691230540236050571631,19.79360879439192530718428413,0.37499999999999983,15.173192108690529,0.000255280146369299666777601996,0.00001243523295942094655969795852,0.000255280146369299666777601996,0.00001243523295942094655969795852,21.59828616647618802091706850,21.59828616647618802091706850,1.215982861664761880209170685,26.64404011839640268407902387,26.64404011839640268407902387,1.266440401183964026840790239,0.03950119456507016554956034276,0.03798717180089035416527482611,5.893853992564254112446452541,0.2423889254010826544099162668,4.846987715349189815135208984,0.1913938667579454992201365742,2.438517238786323681849850385E-16
