dm,ABS_TMatrix,SCA_TMatrix,ABS_RDG,SCA_RDG,NumberOfCalcs,dp_median,Np_Ave,dp_Ave,D_TEM,dp_100nm,RealErrorABS,RealErrorSCA,AbsoluteErrorABS,AbsoluteErrorSCA,RealPercentErrorABS,AbsolutePercentErrorABS,RatioABS,RealPercentErrorSCA,AbsolutePercentErrorSCA,RatioSCA,SSA_TMatrix,SSA_RDG,MAC_TMatrix,MSC_TMatrix,MAC_RDG,MSC_RDG,Agg_Mass_gr
50.0,0.00001470885858451023558953559928,5.838080268564358674962858728E-8,0.00001342098574993078066243996668,2.969163069240536564221966022E-8,17,9.022,1.573247913851690516438781638,1.877584116275446110817511167,0.7499999999999997,15.173192108690529,0.00000128787283457945492709563260,2.868917199323822110740892706E-8,0.00000128787283457945492709563260,2.868917199323822110740892706E-8,9.595963057975061102772338861,9.595963057975061102772338861,1.095959630579750611027723389,96.62376677942597102630930255,96.62376677942597102630930255,1.966237667794259710263093025,0.003953399897902609793597254706,0.002207445012039216477955336023,2.356780043631492364644044912,0.009354275174391040626511385812,2.150425962665049623058745430,0.004757448871826739683744854616,6.241082456658022401219968143E-18
52.604,0.00002055031922712912881917064857,8.786058012954216737027665183E-8,0.00001893745823987819952166229275,4.689811599261483516614152076E-8,18,9.372,2.208820702325621219772795756,2.371671804344788749094579544,0.7499999999999997,15.173192108690529,0.00000161286098725092929750835582,4.096246413692733220413513107E-8,0.00000161286098725092929750835582,4.096246413692733220413513107E-8,8.516776469265512011958762784,8.516776469265512011958762784,1.085167764692655120119587628,87.34351747387420625014174317,87.34351747387420625014174317,1.873435174738742062501417432,0.004257186483986376131613630493,0.002470355861083056129549519632,2.333572935042282933881741428,0.009976928804918417619937532325,2.150425962665049623058745433,0.005325473194614134307031151301,8.806375373374292855140808942E-18
55.343,0.00002921461914016075681559185315,1.437046739548857084421700236E-7,0.00002626791002887825495160996584,7.281982835307194033638712967E-8,19,9.736,3.046089930770293184067969279,2.945304911165598709280063582,0.7499999999999997,15.173192108690529,0.00000294670911128250186398188731,7.088484560181376810578289393E-8,0.00000294670911128250186398188731,7.088484560181376810578289393E-8,11.21790469071565551720105215,11.21790469071565551720105215,1.112179046907156555172010521,97.34278040058502276062640218,97.34278040058502276062640218,1.973427804005850227606264022,0.004894852814648488749988859626,0.002764533433498642991285361365,2.391658697601219515759816024,0.01176440232546733918740100230,2.150425962665049623058745433,0.005961404973410653137556298289,1.221521246717283285139866886E-17
58.225,0.00003288411446162584584743399699,1.846216807972044787960094405E-7,0.00003027922017825629275485145836,9.638307833521808574610397266E-8,19,10.114,3.132180391785848874020660229,3.059625370465818174467627095,0.7499999999999997,15.173192108690529,0.00000260489428336955309258253863,8.823860246198639304990546784E-8,0.00000260489428336955309258253863,8.823860246198639304990546784E-8,8.602910735594653185591929257,8.602910735594653185591929257,1.086029107355946531855919293,91.54989027751801344106382380,91.54989027751801344106382380,1.915498902775180134410638238,0.005582967549835022737976648568,0.003173042442023038409676125620,2.335425188668175845664726908,0.01311180582986966140125986153,2.150425962665049623058745433,0.006845112681021764445328533996,1.408056854965184611571047998E-17
61.258,0.00004584354276531479536353611433,2.892767764834356598675674138E-7,0.00004129940221258488261495067063,1.471227684193463260321826308E-7,20,10.506,4.241593734960382198199882031,3.736534765712205237565542245,0.7499999999999997,15.173192108690529,0.00000454414055272991274858544370,1.421540080640893338353847830E-7,0.00000454414055272991274858544370,1.421540080640893338353847830E-7,11.00292088815079282332996735,11.00292088815079282332996735,1.110029208881507928233299674,96.62271148875172270727587185,96.62271148875172270727587185,1.966227114887517227072758718,0.006270520192708772292051396834,0.003549700933595171906323532405,2.387035630095340137532564656,0.01506240422909743540969821873,2.150425962665049623058745432,0.007660561750497025689514248029,1.920521930520315153973423515E-17
64.448,0.00006021424010076928926132403720,4.105161932721733847308752893E-7,0.00005542141588791037574488466590,2.210185539836216176026031199E-7,21,10.914,5.637222951142160056816333395,4.490727867379592397491033187,0.7499999999999997,15.173192108690529,0.00000479282421285891351643937130,1.894976392885517671282721694E-7,0.00000479282421285891351643937130,1.894976392885517671282721694E-7,8.647964213964479199862007001,8.647964213964479199862007001,1.086479642139644791998620070,85.73834000497275912657853834,85.73834000497275912657853834,1.857383400049727591265785383,0.006771428346550255633330399194,0.003972122287611728522106510634,2.336394030364124266637893865,0.01592858403134871215264088519,2.150425962665049623058745432,0.008575819096327800348516832534,2.577229667522518478395676969E-17
67.804,0.00008017435385293919114607346481,6.066265170355481832593898271E-7,0.00007323287731848528777693503687,3.270815682565874139037699158E-7,22,11.338,7.355789131361955269013268882,5.315703398295933174374163659,0.7499999999999997,15.173192108690529,0.00000694147653445390336913842794,2.795449487789607693556199113E-7,0.00000694147653445390336913842794,2.795449487789607693556199113E-7,9.478634171733889479678433578,9.478634171733889479678433578,1.094786341717338894796784336,85.46643281337842297612110934,85.46643281337842297612110934,1.854664328133784229761211093,0.007509521600966154241430873678,0.004446462086257897069088498069,2.354256972800056468812370848,0.01781311153733726550854141517,2.150425962665049623058745430,0.009604493528627534879490842272,3.405505634229177214204855100E-17
71.335,0.0001044412861277661778754101232,8.667563874131775231235174154E-7,0.00009537071397481921982734162699,4.772323710530037836444886116E-7,23,11.778,9.430490842297008192212531311,6.203111402161762280574241134,0.7499999999999997,15.173192108690529,0.00000907057215294695804806849621,3.895240163601737394790288038E-7,0.00000907057215294695804806849621,3.895240163601737394790288038E-7,9.510856923375729390554628777,9.510856923375729390554628777,1.095108569233757293905546288,81.62145738368432656046760258,81.62145738368432656046760258,1.816214573836843265604676026,0.008230676088089294467819942973,0.004979056821216453917592616376,2.354949899217247672798663425,0.01954368758622472173422543389,2.150425962665049623058745431,0.01076067105052334949644067983,4.434968496038110916448564484E-17
75.05,0.0001358336155283073094508991569,0.000001238382412422942257751175935,0.0001225560286621672303180075224,6.874218816316182750084914840E-7,24,12.235,11.88828948626493807973702154,7.144675972873944579276332786,0.7499999999999997,15.173192108690529,0.0000132775868661400791328916345,5.509605307913239827426844510E-7,0.0000132775868661400791328916345,5.509605307913239827426844510E-7,10.83389125045860780023396302,10.83389125045860780023396302,1.108338912504586078002339630,80.14882061705705066457995502,80.14882061705705066457995502,1.801488206170570506645799550,0.009034539738440357117846432504,0.005577755885594253055147501270,2.383400772881808722182503046,0.02172924270190675284654386122,2.150425962665049623058745435,0.01206182900752743565930117722,5.699151274674996053095166988E-17
78.958,0.0001572057891537061985939358524,0.000001648151396858898691368054309,0.0001412695852901079228509337000,9.066576949317372995217108794E-7,24,12.709,12.22648897204418947186042886,7.421522931477034511597935308,0.7499999999999997,15.173192108690529,0.0000159362038635982757430021524,7.414937019271613918463434296E-7,0.0000159362038635982757430021524,7.414937019271613918463434296E-7,11.28070407432148927883339622,11.28070407432148927883339622,1.112807040743214892788333962,81.78320286389769345738332725,81.78320286389769345738332725,1.817832028638976934573833273,0.01037526290595399182538934748,0.006376998546987483450415099736,2.393009151850672983780472956,0.02508839780997233399929260595,2.150425962665049623058745430,0.01380127394320155430876364581,6.569376846391436325892858380E-17
