dm,ABS_TMatrix,SCA_TMatrix,ABS_RDG,SCA_RDG,NumberOfCalcs,dp_median,Np_Ave,dp_Ave,D_TEM,dp_100nm,RealErrorABS,RealErrorSCA,AbsoluteErrorABS,AbsoluteErrorSCA,RealPercentErrorABS,AbsolutePercentErrorABS,RatioABS,RealPercentErrorSCA,AbsolutePercentErrorSCA,RatioSCA,SSA_TMatrix,SSA_RDG,MAC_TMatrix,MSC_TMatrix,MAC_RDG,MSC_RDG,Agg_Mass_gr
50.0,0.0002282878625262296163419802901,0.000001745512578357974743223762601,0.0002119503429578505875645508157,0.000001253051508756110154593958419,34,11.594,20.87436690827661224908586641,11.62420077981515944696526411,0.7499999999999997,19.499104920641006,0.0000163375195683790287774294744,4.92461069601864588629804182E-7,0.0000163375195683790287774294744,4.92461069601864588629804182E-7,7.708182652777298159421391325,7.708182652777298159421391325,1.077081826527772981594213913,39.30094382877564530963909022,39.30094382877564530963909022,1.393009438287756453096390902,0.007588084022869965344462161234,0.005877258717625019950301036402,5.726254111874430889745975766,0.04378353044504268120826928768,5.316452260952503555175364330,0.03143089288674168979573555207,3.986687598317251633833793623E-17
52.604,0.0002696379656465481067012201798,0.000002296243336972893959888432930,0.0002500603404717699692010743145,0.000001676100269209122735142272101,35,12.044,23.23163692457742651295077775,12.33035288802746995306456442,0.7499999999999997,19.499104920641006,0.0000195776251747781375001458653,6.20143067763771224746160829E-7,0.0000195776251747781375001458653,6.20143067763771224746160829E-7,7.829160408980692360089948335,7.829160408980692360089948335,1.078291604089806923600899483,36.99916282791298588239092772,36.99916282791298588239092772,1.369991628279129858823909277,0.008444113543331521417323838360,0.006658155109667750159691548930,5.732685836529355848352936922,0.04881968910989643686008651788,5.316452260952503555175364337,0.03563502732583825447540555085,4.703518967119790967913454556E-17
55.343,0.0003114422318116482784892276913,0.000002981923901270612806518547227,0.0002882550596997010615337970831,0.000002207179106140104811414349482,35,12.512,23.88657108018333764267102638,12.80938726721714607880280046,0.7499999999999997,19.499104920641006,0.0000231871721119472169554306082,7.74744795130507995104197745E-7,0.0000231871721119472169554306082,7.74744795130507995104197745E-7,8.043977488583616178015239875,8.043977488583616178015239875,1.080439774885836161780152399,35.10112944505780510459819523,35.10112944505780510459819523,1.351011294450578051045981952,0.009483762131791241109352278595,0.007598850422741142426472057660,5.744106484014817631017446108,0.05499732106494191837711408283,5.316452260952503555175364333,0.04070826150073595850238857755,5.421943912048913103790702649E-17
58.225,0.0003663862554515341267259350698,0.000003864476620452506499484815307,0.0003385769083647348091544568186,0.000002937432199699460401715237670,36,12.997,26.34424818448861624539158779,13.53158492840059240944439134,0.7499999999999997,19.499104920641006,0.0000278093470867993175714782512,9.27044420753046097769577637E-7,0.0000278093470867993175714782512,9.27044420753046097769577637E-7,8.213598269626074321064985752,8.213598269626074321064985752,1.082135982696260743210649858,31.55968743203317018168918933,31.55968743203317018168918933,1.315596874320331701816891893,0.01043745841858632438436467566,0.008601197228920606749634184587,5.753124291863594692492913986,0.06068135468964178679239230427,5.316452260952503555175364330,0.04612458107350794848538405750,6.368474534257829728075339942E-17
61.258,0.0004293297728941133778683394058,0.000005021823998145409518125933562,0.0003961747251585692133040490652,0.000003895622364306172391601034663,37,13.502,28.78610929235767870309619125,14.24440619921680447293047065,0.7499999999999997,19.499104920641006,0.0000331550477355441645642903406,0.000001126201633839237126524898899,0.0000331550477355441645642903406,0.000001126201633839237126524898899,8.368794279411396906350708445,8.368794279411396906350708445,1.083687942794113969063507084,28.90941494119434825694458187,28.90941494119434825694458187,1.289094149411943482569445819,0.01156165657977556927884900842,0.009737343415793710893091756884,5.761375213634734543737322726,0.06739018380932729876168728591,5.316452260952503555175364334,0.05227716209872585694894090879,7.451862740653857686902895861E-17
64.448,0.0005012595582067642153027980362,0.000006514764071273569156560831733,0.0004619496182936107778887680988,0.000005147995975735048685188621028,38,14.026,31.17682980817947316358896419,14.94744124446159411393446206,0.7499999999999997,19.499104920641006,0.0000393099399131534374140299374,0.000001366768095538520471372210705,0.0000393099399131534374140299374,0.000001366768095538520471372210705,8.509572982949931562402156982,8.509572982949931562402156982,1.085095729829499315624021570,26.54951755946873271647058192,26.54951755946873271647058192,1.265495175594687327164705819,0.01283003843527624009212542768,0.01102124228099037789806271099,5.768859646201948591585987512,0.07497664421551822330562728680,5.316452260952503555175364329,0.05924688269181654761725190535,8.689057958565157734007133475E-17
67.804,0.0005841670709865675055453566849,0.000008429651415002561837142382794,0.0005371230369863747857310869346,0.000006782964799803655306299544786,39,14.57,33.48022076512037937373559713,15.64465283560759411737249015,0.7499999999999997,19.499104920641006,0.0000470440340001927198142697503,0.000001646686615198906530842838008,0.0000470440340001927198142697503,0.000001646686615198906530842838008,8.758521001843770679223113514,8.758521001843770679223113514,1.087585210018437706792231135,24.27679729734957100376813710,24.27679729734957100376813710,1.242767972973495710037681371,0.01422493762847755454705806612,0.01247084014062817748928278995,5.782094848781026567043481761,0.08343682217724108770003558988,5.316452260952503555175364338,0.06713789218240541982642237611,1.010303508095722122414685529E-16
71.335,0.0006745285252960671724392521568,0.00001087998695639594394875001922,0.0006191235226255339792552083385,0.000008882363807828725801209647170,39,15.135,34.43043145735261106081591483,16.25110222495610121879525533,0.7499999999999997,19.499104920641006,0.0000554050026705331931840438183,0.000001997623148567218147540372050,0.0000554050026705331931840438183,0.000001997623148567218147540372050,8.948941632127897491087116781,8.948941632127897491087116781,1.089489416321278974910871168,22.48976952291185999685790279,22.48976952291185999685790279,1.224897695229118599968579028,0.01587372605082035164639230310,0.01414375884002359208880312732,5.792218470685087034627335145,0.09342712583131855572715961441,5.316452260952503555175364329,0.07627341140016015663440975312,1.164542616460193476884626130E-16
75.05,0.0007834302473917633185535090515,0.00001400644787590048252610663854,0.0007182392550565894983426034347,0.00001165697550365031151913170939,40,15.723,36.67749716434458728430681363,16.97488530175157939623713396,0.7499999999999997,19.499104920641006,0.0000651909923351738202109056168,0.00000234947237225017100697492915,0.0000651909923351738202109056168,0.00000234947237225017100697492915,9.076500884101283755860814755,9.076500884101283755860814755,1.090765008841012837558608148,20.15507685946880401939499509,20.15507685946880401939499509,1.201550768594688040193949951,0.01756433828418084645266365388,0.01597072983196922783765594723,5.799000097420680229709427614,0.1036766104797175195907038957,5.316452260952503555175364342,0.08628566781325087122911775959,1.350974709830101393473409377E-16
78.958,0.0009090694127145808179058993846,0.00001794483488876792613190665542,0.0008316532578399387769865553240,0.00001525764415419423175416406344,41,16.333,38.79720467142421963041984063,17.70156149559461604387091249,0.7499999999999997,19.499104920641006,0.0000774161548746420409193440606,0.00000268719073457369437774259198,0.0000774161548746420409193440606,0.00000268719073457369437774259198,9.308705779102673729452161171,9.308705779102673729452161171,1.093087057791026737294521612,17.61209468130767953482350140,17.61209468130767953482350140,1.176120946813076795348235014,0.01935766891950313348509385522,0.01801564263521539763109011828,5.811345159811024013872017601,0.1147147048574070330704788411,5.316452260952503555175364329,0.09753648650527679590636421975,1.564301186240574899586583692E-16
