da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,67.9313393374474,1.5830681315250588,298,1,93900,1,7.16562292216442e-08,2.972110779366024e-10,1.8366107168157422e-05,4.61921137369372e-08,2.8,0.01,650,1,0.0007993384221329959,8.225442212898242e-05,1.4262136464238889e-05,1.1062382810681922e-06,0.017707907582531178,0.0022513949516075583,0.22089712724152233,0.024909313527580978,0.0039409979845682055,0.00035189417058927334
60,1,83.76563149332213,1.5803802972170646,298,1,93900,1,7.164045213959955e-08,3.058963374381663e-10,1.8363651365114915e-05,4.7555015111728224e-08,2.8,0.01,650,1,0.00155515630679485,0.00018260790505581534,4.4829499888178134e-05,2.1058016034725997e-06,0.02838910483813721,0.0035580353782445804,0.2824684714594136,0.034626895903923344,0.008143482268353711,0.0004925707442151492
70,1,99.60192895548157,1.6091057219331,298,1,93900,1,7.165543472138359e-08,3.1364937566357665e-10,1.8365973379803986e-05,4.875201223446791e-08,2.8,0.01,650,1,0.0023350620036335537,0.00037156394830376743,9.259109089243226e-05,1.2754641560534212e-05,0.038492102097493576,0.004384859018021108,0.29987498358562636,0.04828875787488312,0.01189115054378774,0.001668098632046207
100,1,147.42643110278644,1.6802556742959183,298,1,93900,1,7.164625118960609e-08,3.098535718704988e-10,1.8364550356657026e-05,4.8165117767622585e-08,2.8,0.01,650,1,0.007546089561425055,0.0008065934319575916,0.0005411388515243189,2.040133315957871e-05,0.06755119451082155,0.006914598004749401,0.4422417374469778,0.048423744115962966,0.03171412003340475,0.001422646057021062
125,1,187.19906795405558,1.897176199388668,298,1,93900,1,7.164578615347845e-08,3.0301470733772407e-10,1.8364479916415418e-05,4.710547782875666e-08,2.8,0.01,650,1,0.015105760533370313,0.0015826616180415192,0.0016321926982678387,6.964265304554651e-05,0.09834237643824699,0.009730728803496265,0.5490274357651026,0.05877043347767355,0.059320829628475735,0.0028011606681195757
150,1,227.02710872024875,2.205457529907369,298,1,93900,1,7.164629281589187e-08,2.9756110481806805e-10,1.836456109088866e-05,4.62504366090858e-08,2.8,0.01,650,1,0.023691254723269304,0.0025911236149084513,0.0035455623084741533,0.00015499457042780543,0.13125745199097663,0.012615404629495676,0.5854185496654298,0.06507243526036398,0.08761136770151243,0.004184698139606425
250,1,387.44743476206196,3.94612390809035,298,1,93900,1,7.164109938194426e-08,3.0594335276174386e-10,1.8363755130886684e-05,4.755350443867692e-08,2.8,0.01,650,1,0.13320553555422995,0.015798786721267673,0.03735997075789735,0.00265532640360516,0.22049723692337103,0.020583469978981764,1.13015357566103,0.13585464659346372,0.31697833545855914,0.023448785656350127
300,1,469.20711423395994,5.160381535140374,298,1,93900,1,7.164430332595039e-08,3.1047538576757994e-10,1.8364249996721477e-05,4.8254000715646963e-08,2.8,0.01,650,1,0.2754437149902572,0.03885753297399832,0.0891301677409703,0.009224965707769043,0.24630072697734004,0.026745046506645533,1.5934665792495628,0.22713036500786085,0.5156584258688457,0.054660900381876765
350,1,552.0944752486748,6.410788332437118,298,1,93900,1,7.164882774339675e-08,3.0607967277343684e-10,1.8364955948118105e-05,4.7569360154199836e-08,2.8,0.01,650,1,0.49547527515091017,0.06933593581776658,0.1780459227629517,0.020507266849129936,0.26605048312539076,0.03011259709759022,2.0704244924515076,0.292899891952418,0.7441127679314951,0.08824108810719195
450,1,720.8333107732443,9.100078386332312,298,1,93900,1,7.164208043287812e-08,3.0214205033395306e-10,1.836390824628169e-05,4.696318603463818e-08,2.8,0.01,650,1,1.0107450213459763,0.1744805479699655,0.39975306707950187,0.07328675138561294,0.28485507585493314,0.0414302558456495,2.478018272094239,0.4324804247002897,0.9799850809403818,0.18142176277510494
500,1,806.241047148706,10.520940636108104,298,1,93900,1,7.164603668953574e-08,3.077477774538067e-10,1.836451806088134e-05,4.7835809012283157e-08,2.8,0.01,650,1,1.6012305084984026,0.3558556106060044,0.6137092885257753,0.1716490033059689,0.27784648317252103,0.05747704400099258,3.138047073718255,0.7022406595741879,1.2023214292635538,0.3362091878971199
550,1,893.67942848088,12.172395225217508,298,1,93900,1,7.163959893587741e-08,3.043865229525875e-10,1.8363520614715563e-05,4.7315198268785095e-08,2.8,0.01,650,1,1.749104526173896,0.42158273971132687,0.7006384918033256,0.17861279207314004,0.2873002990255651,0.0444059675003292,2.789698563331271,0.6755553810798446,1.117593085147503,0.28662087913489454
