da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,97.62063285405893,2.083876572195532,298,1,93900,1,7.164840917901134e-08,3.0257048954516707e-10,1.8364894116222452e-05,4.702237041862553e-08,2.8,0.01,450,1,0.0008008914929536594,8.373424054932098e-05,1.4289424678659617e-05,1.0984422775747825e-06,0.01771515529984869,0.002279634732696586,0.1071431172892631,0.012047912505684561,0.0019116235343740215,0.00016647364823406784
60,1,118.42229272998199,2.082835961665206,298,1,93900,1,7.164965344730232e-08,2.973273154073023e-10,1.8365078604200237e-05,4.6218606537585605e-08,2.8,0.01,450,1,0.0015614711810349458,0.00017990465839868674,4.483716975004894e-05,2.0405465610575885e-06,0.028265192323284106,0.003437249858493361,0.14186605327431343,0.016870604814183156,0.0040745293345545094,0.00023359426342741966
70,1,138.9563732359708,2.0642899381837045,298,1,93900,1,7.164719232869124e-08,3.0614888580958976e-10,1.8364700884689607e-05,4.758687259889064e-08,2.8,0.01,450,1,0.0023212249746984476,0.0003747654327703697,9.180995183737732e-05,1.2217897700671275e-05,0.03843475430884805,0.004384133002308949,0.15315762242948036,0.025115680395237497,0.006057077830275616,0.0008188232834122074
100,1,199.59608233354135,2.3210343463336045,298,1,93900,1,7.164982943947152e-08,3.015955168900668e-10,1.8365112485782378e-05,4.6882065824588546e-08,2.8,0.01,450,1,0.007520905403229835,0.00078716728728488,0.0005405775677397496,2.0263122801823847e-05,0.06767180801870114,0.006826225938225797,0.2404763202309864,0.025904111095050707,0.017283989691329545,0.0007662304646083097
125,1,249.1637572299502,2.7128599821769717,298,1,93900,1,7.164259954894481e-08,3.0268274584767226e-10,1.836398169049727e-05,4.7051309909667736e-08,2.8,0.01,450,1,0.01505839558055377,0.0015868212459961943,0.0016342276732007569,7.131557313321404e-05,0.09873729903762997,0.009794699359667208,0.30891338757342335,0.032999351341026335,0.033527182571929305,0.0016185852135503383
150,1,298.4344857682862,3.0743477272981026,298,1,93900,1,7.165534490659894e-08,3.0117663752146834e-10,1.836596734423825e-05,4.68088563844197e-08,2.8,0.01,450,1,0.023579884436608755,0.002527119079658505,0.0035435744804402022,0.00015600882081726763,0.13168352634155345,0.0124307453162482,0.33720580001859357,0.03682304024643606,0.050674312388470914,0.0024545805002856094
250,1,495.7655735158178,5.495548892396064,298,1,93900,1,7.163964705225708e-08,3.09273432643657e-10,1.8363524973735578e-05,4.807172644017836e-08,2.8,0.01,450,1,0.13416588757168327,0.015692438976368423,0.03742374839541976,0.0026570339539868323,0.21952761680324903,0.02049372971348401,0.6953184955208275,0.08307414867461749,0.1939447913812611,0.014503872181586273
300,1,595.6860813279621,7.132848288405914,298,1,93900,1,7.165664306496913e-08,3.0302748455601794e-10,1.836617135252181e-05,4.709914971874018e-08,2.8,0.01,450,1,0.27562635250936435,0.039169869543411194,0.08919965468970548,0.009701579478727244,0.24628883853578437,0.027217876768982227,0.989281060309122,0.14163951270419836,0.3202106940528786,0.03573267929208324
350,1,697.9092477452535,8.866649952925941,298,1,93900,1,7.164209296408224e-08,3.0394929469956964e-10,1.8363905208483566e-05,4.7236023559065916e-08,2.8,0.01,450,1,0.4964655254810759,0.0677791150304215,0.17752062949250863,0.02060634647007768,0.2650104627645594,0.030249986847500847,1.298468437264668,0.1806290809757386,0.46429211151367983,0.055419327289986706
450,1,905.1358965270165,12.43176791610232,298,1,93900,1,7.164015904837068e-08,3.069422474016673e-10,1.8363605278467355e-05,4.770360878327228e-08,2.8,0.01,450,1,1.01177509401232,0.1756072108701265,0.39982293768648625,0.0762097689204904,0.2845182750232161,0.04251086035876869,1.5733115505574542,0.27658996412631326,0.6217504254603471,0.11991931439682768
500,1,1009.860077996216,14.523137495736396,298,1,93900,1,7.16432462717915e-08,3.0726535700283133e-10,1.8364086900682108e-05,4.775737090607519e-08,2.8,0.01,450,1,1.596797981279142,0.34315791743802865,0.619463542054945,0.17186587745108015,0.2798534718179037,0.05625074455734149,1.9950746912497337,0.433691981397277,0.7737696339220733,0.21571745593868139
550,1,1116.6804060078243,16.080934869673516,298,1,93900,1,7.163501727762565e-08,3.0483040653519316e-10,1.836280580318731e-05,4.73804419971482e-08,2.8,0.01,450,1,1.7434849513243476,0.40257666831888905,0.7031492069730403,0.1740515085549166,0.2886552582361764,0.04468952243534709,1.781244074906777,0.4143208872607037,0.7183627224241258,0.17873611293742286
