da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,97.63914151129794,2.1030461794131523,298,1,93900,1,7.16404661590314e-08,3.023502824802183e-10,1.8363654808952253e-05,4.699530708040648e-08,2.8,0.01,450,1,0.0008005097846113255,8.40589013183147e-05,1.4258121387866013e-05,1.0743981875008041e-06,0.017684346653987566,0.002248144946075447,0.10707653384245079,0.01227798103968859,0.0019068895877007578,0.00016546530832082707
60,1,118.52940918340823,2.08828968741518,298,1,93900,1,7.164943551876807e-08,3.058048394860446e-10,1.8365045723252388e-05,4.75356018052316e-08,2.8,0.01,450,1,0.001564328056978863,0.00018696776448170864,4.4898375555491446e-05,2.07958618913229e-06,0.0282865794020863,0.003625466021369876,0.14191705167190344,0.017809693064576936,0.004072944839541715,0.00023984081373535772
70,1,139.04863309602294,2.128267256822473,298,1,93900,1,7.164113729287544e-08,2.964300646123311e-10,1.8363762323346423e-05,4.6076624866793546e-08,2.8,0.01,450,1,0.002344838338569341,0.00038045207033933276,9.292744924895657e-05,1.2886271421898601e-05,0.038500100721065404,0.004528877635120337,0.15451807897593572,0.0254929610344673,0.006124240288697107,0.0008724741422288327
100,1,199.58052025293205,2.3099030455779372,298,1,93900,1,7.16414556171407e-08,3.0277322583271184e-10,1.8363805828628967e-05,4.706814124735357e-08,2.8,0.01,450,1,0.0074836927447780284,0.0007709688124469154,0.0005402992576408655,2.0849808913083987e-05,0.06792752615106505,0.006712013212706745,0.2392946993709789,0.0250994748561464,0.01727735250346961,0.0007726227956297779
125,1,249.1648847341613,2.663438282141592,298,1,93900,1,7.164061554494417e-08,3.1055741888361807e-10,1.8363678216702868e-05,4.826436695906357e-08,2.8,0.01,450,1,0.015061774743019703,0.0015426650677659438,0.0016329748807504792,7.13444154262591e-05,0.09858764633879498,0.00938180495626146,0.3090117005194159,0.03241053986386964,0.033501980002052234,0.001640150380066276
150,1,298.30659864545197,3.1347264469704768,298,1,93900,1,7.16405642058267e-08,3.0855874897143356e-10,1.8363665354558345e-05,4.796295075112805e-08,2.8,0.01,450,1,0.02363694859929552,0.002506003441769332,0.003544066942651473,0.0001562699718085084,0.1314189110602574,0.012476996117894483,0.33830430221846247,0.03648038429397509,0.05072444927788761,0.002446119100278399
250,1,495.6596405371122,5.569193285521692,298,1,93900,1,7.164056740022364e-08,3.0088899665603177e-10,1.836367413925543e-05,4.676539909817404e-08,2.8,0.01,450,1,0.1335375421749597,0.015582344091576668,0.037322277694160584,0.0026464736323316383,0.2198501063791391,0.020352495420673588,0.6923118786000642,0.0821008283891173,0.193492689226635,0.014325818651376256
300,1,596.0778124829955,7.057243495602437,298,1,93900,1,7.164574758136705e-08,3.075316974203284e-10,1.8364474639681178e-05,4.780080728523566e-08,2.8,0.01,450,1,0.2760946212111849,0.03813107475785101,0.08918969854101243,0.009330739260659481,0.2458384820334696,0.025867694945126137,0.9897696900670453,0.13848654714971878,0.3197351040312681,0.034268395838229354
350,1,697.8728890061441,8.746683887268805,298,1,93900,1,7.164702088342093e-08,3.0284986210658716e-10,1.836467657827441e-05,4.707312500495205e-08,2.8,0.01,450,1,0.49557141106081354,0.06724732580352301,0.1774712717440341,0.020732989467652917,0.2652760140452032,0.030256858897265076,1.2961643539051557,0.17861630690473426,0.46413407094846953,0.05502134358876961
450,1,904.7506180777434,12.534429645536461,298,1,93900,1,7.163954857367056e-08,2.9881843178503316e-10,1.8363512788617853e-05,4.6447250751631487e-08,2.8,0.01,450,1,1.0062116898122377,0.1715412865562166,0.3983003046590942,0.07520012209079516,0.2848770429057583,0.04318996033631462,1.5659255204232791,0.270136928347576,0.6199588058059823,0.11867526224001182
500,1,1010.6616109929909,14.315561458765497,298,1,93900,1,7.165157188784141e-08,3.0788429438571255e-10,1.836537711782149e-05,4.784989877985124e-08,2.8,0.01,450,1,1.5847683797785805,0.35453016971063084,0.6141094688277488,0.17024233257562005,0.280107058520941,0.05762587285209562,1.9767255632695748,0.4461965476158969,0.7659079162143853,0.21322568200901498
550,1,1116.7245006320402,16.53791451127275,298,1,93900,1,7.164009108729662e-08,3.077898266468895e-10,1.8363590817465254e-05,4.783493852877901e-08,2.8,0.01,450,1,1.756322099490741,0.4220571331279257,0.7043048676371022,0.17972760724606143,0.2876593013734666,0.0456830493803151,1.7941991088460432,0.43392582710989475,0.7195136951085181,0.1849120112612658
