da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,80.38587086945856,1.8359294461272233,298,1,93900,1,7.165282751578427e-08,3.015151354357013e-10,1.8365574312819813e-05,4.6860254826534325e-08,2.8,0.01,550,1,0.0008013802798090484,8.391381362968731e-05,1.4293157586059612e-05,1.103793277579851e-06,0.017708619791672014,0.002287714418686935,0.15815802540832588,0.01813238295649714,0.002821192081585237,0.00025857403627123745
60,1,98.32849780895832,1.7834663577123004,298,1,93900,1,7.164709821710152e-08,3.1091873365676684e-10,1.83646795524146e-05,4.833364662884441e-08,2.8,0.01,550,1,0.0015595579724494311,0.00018148448652978772,4.486604229730885e-05,2.0607666163954312e-06,0.02832673194616941,0.0035118717866832625,0.20556676450607728,0.0249655138241589,0.005914466599499666,0.00035027157347309386
70,1,116.32260062675623,1.7475180359100195,298,1,93900,1,7.164426896150787e-08,3.09603256926966e-10,1.8364245194620788e-05,4.8121504209555805e-08,2.8,0.01,550,1,0.0023403991557412675,0.0003737683658780773,9.280119177618535e-05,1.2807777373739292e-05,0.038498757392904225,0.004435620146024935,0.22036697718378054,0.03578252926076122,0.008738514247852214,0.0012350714592769282
100,1,169.61118843047927,1.8956670179828,298,1,93900,1,7.164323998105314e-08,3.0374706103093354e-10,1.8364085336708473e-05,4.721711816646467e-08,2.8,0.01,550,1,0.007510713762343252,0.0007821934961767857,0.0005405840169673594,2.0979758300854682e-05,0.06774264072479687,0.006722073698982003,0.3325491668579622,0.035520641719070704,0.023935181450925727,0.0010841712421733316
125,1,213.6590315982569,2.206041888791119,298,1,93900,1,7.163764575444537e-08,3.0845138543215025e-10,1.836321744995344e-05,4.794976001090343e-08,2.8,0.01,550,1,0.015068935458411968,0.001539666844887285,0.0016328694403482786,7.080574687869382e-05,0.09853904218102676,0.009364740194095724,0.4204209389313927,0.0437835050566452,0.04555783418639277,0.0022010390182991713
150,1,257.4398288286498,2.557933871516444,298,1,93900,1,7.164705153849035e-08,3.1251714515257736e-10,1.8364677129370928e-05,4.85727869232028e-08,2.8,0.01,550,1,0.023623433292685105,0.0025490125362416702,0.0035449030887496668,0.0001546497362801051,0.13154924728146805,0.012648991618248534,0.45395526651664186,0.04967546454299845,0.06812318143520046,0.003276481780917349
250,1,433.90524712199255,4.7658212742594985,298,1,93900,1,7.163419037681282e-08,3.037495451836108e-10,1.836267628207479e-05,4.7214637235805545e-08,2.8,0.01,550,1,0.1333247801478248,0.015626813784230333,0.037441010549882504,0.002599227667249097,0.22070179221460884,0.02052086940579811,0.901952498073304,0.10757110795098895,0.2532887876730856,0.01840886446822896
300,1,523.7290428421767,6.068431192788151,298,1,93900,1,7.163755528514738e-08,3.0590509256939486e-10,1.8363204718193732e-05,4.755274035528268e-08,2.8,0.01,550,1,0.2744955562659625,0.038965426807279005,0.08917784023696908,0.009424843900220154,0.2470554421749427,0.027164231488701313,1.2746980301264568,0.18342449129865654,0.41411613296959765,0.04478194529122721
350,1,614.3026951432686,7.563802164714483,298,1,93900,1,7.164757847768415e-08,3.060010437097288e-10,1.8364756908569735e-05,4.755817538555677e-08,2.8,0.01,550,1,0.495028687491506,0.0667112603375523,0.17737290569519945,0.020622676233826114,0.2653707951157301,0.030423080663794733,1.671194452533665,0.23032923942797737,0.5987555907175872,0.07141506783030464
450,1,799.7219881358122,10.336416204049502,298,1,93900,1,7.164734603066446e-08,3.030258474210126e-10,1.8364725061864578e-05,4.709662294033436e-08,2.8,0.01,550,1,1.008782089332468,0.1696822454069799,0.3980903154750916,0.07331252043728513,0.28427684295720607,0.04185045548594514,2.009246180854093,0.34160734139420296,0.7928979412084219,0.14718637701394183
500,1,893.8658028963853,12.390565527668095,298,1,93900,1,7.164791589569041e-08,3.053362351098523e-10,1.836481206640238e-05,4.746589263474913e-08,2.8,0.01,550,1,1.5898309968182238,0.34995709207372294,0.6164942858374146,0.1731392021527027,0.27985845237753265,0.0571375155735209,2.534244150699281,0.5589371068819912,0.9828209707831015,0.27645236750502683
550,1,988.777454447525,13.949353060317023,298,1,93900,1,7.164528920458933e-08,3.0863878459609013e-10,1.836440162428905e-05,4.797493471522558e-08,2.8,0.01,550,1,1.7477485963291104,0.4126233538691961,0.702120101479329,0.1722661399289573,0.28811423271744213,0.044830300011867025,2.277531306698209,0.5422644528376352,0.9149400599296102,0.22576205693832424
