da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,67.89375922877858,1.5892633399311769,298,1,93900,1,7.163906947168745e-08,3.0364084254198436e-10,1.8363435936073285e-05,4.71944227785141e-08,2.8,0.01,650,1,0.0008007559477970098,8.256430710180692e-05,1.4308109543801734e-05,1.1172041847740776e-06,0.01773688840011959,0.0023003302873079268,0.2215485063647835,0.02512067024871755,0.003958726587684993,0.0003615741719548552
60,1,83.69757423564978,1.5831240720852586,298,1,93900,1,7.1645825790063e-08,3.0756966625622106e-10,1.8364483315264047e-05,4.780233844253207e-08,2.8,0.01,650,1,0.0015687985585249868,0.00018457178363904284,4.486297724335235e-05,2.043784171668699e-06,0.02816855653036713,0.003494940795041915,0.28545059993592664,0.03534116219476046,0.008162984498159295,0.0004871921116196823
70,1,99.57987605558029,1.5077922015212495,298,1,93900,1,7.163952948016684e-08,3.050473425301383e-10,1.836350941595949e-05,4.741294772835297e-08,2.8,0.01,650,1,0.0023370328191032507,0.0003744440221898169,9.211821304535938e-05,1.2412229030154787e-05,0.03829258043686044,0.0043772150390220385,0.30025662088257676,0.04885417142151634,0.011835458764073912,0.0016295492394471421
100,1,147.41419616157208,1.6653838625961763,298,1,93900,1,7.165196784013361e-08,3.120507703436626e-10,1.8365444175916352e-05,4.850114349629857e-08,2.8,0.01,650,1,0.007513165876011591,0.0007703852575222183,0.0005402919116277575,2.031483832810006e-05,0.06766813908964962,0.006586348474940988,0.44037794979265843,0.04630950720554829,0.03166857889454192,0.0013930589969923595
125,1,187.19114769995358,1.8705641823314592,298,1,93900,1,7.164629759819329e-08,3.1443585041692056e-10,1.8364554074897114e-05,4.887278269032983e-08,2.8,0.01,650,1,0.015105488471214857,0.0015342912975531712,0.0016338039215456255,7.226872531196574e-05,0.09836573979175633,0.009388002364855473,0.5490801670164568,0.0572016068113815,0.05938394937804421,0.0028818604680931185
150,1,226.96130764112402,2.1683156845533547,298,1,93900,1,7.164374602598384e-08,2.9683568695515903e-10,1.8364168864482617e-05,4.613926869490444e-08,2.8,0.01,650,1,0.023604241450063068,0.0025190797747054114,0.0035416575893201666,0.00015113999106490373,0.131502986328461,0.01237452352834288,0.5836202250195416,0.06345379208131238,0.08756640512717603,0.004120025365551779
250,1,387.5630516413711,3.8353454436402243,298,1,93900,1,7.164711304362421e-08,3.067219035248009e-10,1.836468555415305e-05,4.767494315661778e-08,2.8,0.01,650,1,0.13347882679162507,0.015870299876793992,0.037470612359929066,0.0027021931798361155,0.220653616763,0.020706628576201133,1.1317599567810979,0.13609225732302144,0.31770902198356016,0.02361948667089058
300,1,469.3983004579579,5.094021142731518,298,1,93900,1,7.16440042453011e-08,3.0790684598085043e-10,1.8364204756074e-05,4.785968201379547e-08,2.8,0.01,650,1,0.2758519673418466,0.038585291514981676,0.08917347834381442,0.009292870754659396,0.24607735183967935,0.026534668979228626,1.5944666521819948,0.22459273171953353,0.5154361003543084,0.05438589707910403
350,1,552.2295483215153,6.235822349359768,298,1,93900,1,7.165159761381118e-08,3.056139195935818e-10,1.8365384511327866e-05,4.749671938140627e-08,2.8,0.01,650,1,0.49649646428956784,0.06965969167630419,0.17766892647839927,0.02012345281363554,0.26531475539866917,0.030238355689315873,2.0739648366127503,0.29660984432276366,0.742066592757867,0.08570353336433745
450,1,721.0725560822988,9.215103066429062,298,1,93900,1,7.163202055823748e-08,3.0352890372172695e-10,1.8362341684804428e-05,4.7181890570143154e-08,2.8,0.01,650,1,1.0038059645585018,0.17462644744897693,0.4003643517735735,0.07477107227756175,0.28658268399389825,0.042554296807488054,2.4592686232780574,0.4325878426362256,0.9809033241839455,0.18520919823357132
500,1,806.6209763551803,10.645309522061657,298,1,93900,1,7.165535470841638e-08,3.1189818812681185e-10,1.8365966538701283e-05,4.847872376614233e-08,2.8,0.01,650,1,1.598375780382236,0.3477299558305584,0.6189934088840391,0.17178241797317773,0.27962883370321534,0.05771069439462475,3.129574079482693,0.6856150916737099,1.211956153531557,0.33816805029088487
550,1,892.9618162580365,12.334872534896341,298,1,93900,1,7.165207668744179e-08,3.0092406568341677e-10,1.8365462835664503e-05,4.677720401661326e-08,2.8,0.01,650,1,1.7403162977875184,0.4147346176559684,0.6984866258299834,0.17831627864689295,0.28765894027038075,0.04489380080490089,2.7807532700408375,0.6697534403576518,1.1161370948855054,0.28733776867228616
