da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,80.37706691025551,1.758028704051844,298,1,93900,1,7.16542208796343e-08,3.062968635068104e-10,1.8365795912081716e-05,4.7609445284212965e-08,2.8,0.01,550,1,0.0008029461389001454,8.387215004460336e-05,1.4310344372712245e-05,1.1072133475788591e-06,0.017692919620013448,0.0022659740802683853,0.15847698911048747,0.018009707047245166,0.002824545347948768,0.000253049788066284
60,1,98.37387917897539,1.7890936554657202,298,1,93900,1,7.163862897417487e-08,3.0403930313274655e-10,1.836337073969097e-05,4.726197326489822e-08,2.8,0.01,550,1,0.0015566133379457437,0.00018112627852408331,4.48639655230912e-05,2.060621840016431e-06,0.028368902435855888,0.003426714001200347,0.20499206975263892,0.024877030246239648,0.00590876989765798,0.0003505468988374355
70,1,116.23555693279374,1.7852124102405342,298,1,93900,1,7.164262621914501e-08,3.0765586947137023e-10,1.8363992437390013e-05,4.7827251877168155e-08,2.8,0.01,550,1,0.0023403625437649488,0.00038095183077114294,9.262829184819299e-05,1.3088861457114092e-05,0.03842478308814493,0.004320734341376861,0.2207162022356086,0.03664328816512537,0.008736392173687052,0.0012690805065215043
100,1,169.66504398709154,1.8814662847155823,298,1,93900,1,7.164561046212924e-08,3.17550438557491e-10,1.836444391917664e-05,4.9353152084024e-08,2.8,0.01,550,1,0.007512049875925456,0.0007817244563490251,0.0005404851350831432,2.082711871447397e-05,0.06772645988028651,0.006803978204342144,0.3323994379451563,0.03550055306379407,0.02391490004274742,0.0010628722652542793
125,1,213.64651032160958,2.1735351713735573,298,1,93900,1,7.16432016968294e-08,3.0682677967332595e-10,1.8364076893674712e-05,4.7687232340693476e-08,2.8,0.01,550,1,0.015041995940168243,0.001576569114219284,0.001635770721415695,6.984565428753682e-05,0.09891018592023093,0.009736859565934982,0.41970189995047674,0.044629005451132006,0.045642922479184805,0.0021545151232538447
150,1,257.5654971630318,2.5635703370290743,298,1,93900,1,7.16528971569527e-08,3.066910503441267e-10,1.8365582598779052e-05,4.7671814792505484e-08,2.8,0.01,550,1,0.023604297901941775,0.002509157269511698,0.003549342181868838,0.00015671963934050815,0.13174224978790913,0.012443809681152511,0.4531670501286351,0.04906556313685138,0.06813960111501981,0.0032630929191762395
250,1,433.95640775719585,4.514437484056017,298,1,93900,1,7.165061359061704e-08,2.9611676804993416e-10,1.836523531662817e-05,4.60280966437038e-08,2.8,0.01,550,1,0.13365182849077167,0.01563341665308392,0.037430055809852945,0.0027584032142611895,0.22020084566232487,0.020785936889301984,0.9038275159375425,0.10654157163197937,0.25314789098956464,0.019346177653323283
300,1,523.5394460800163,6.0991757156706035,298,1,93900,1,7.165463754984805e-08,3.0540288831008273e-10,1.8365859351538508e-05,4.746629779777811e-08,2.8,0.01,550,1,0.2758264583978535,0.03841098613818954,0.08932086126522822,0.009401908560624098,0.24630713826898062,0.025893134776462184,1.281791994043864,0.18109029583313652,0.4150805731487413,0.04470408189292836
350,1,614.5388096159296,7.4697785349015335,298,1,93900,1,7.164392509051558e-08,3.043377545179645e-10,1.83641930337597e-05,4.730785591788792e-08,2.8,0.01,550,1,0.49751789039797784,0.06641415085516855,0.17803068648332454,0.020518733740115237,0.26507711897324243,0.03021578452878627,1.6780386282840438,0.22777415835269685,0.6004776872990975,0.07068314975968513
450,1,799.540465061533,10.56233868701356,298,1,93900,1,7.1646361550234e-08,3.0850318144205847e-10,1.836457027831906e-05,4.7952239149032276e-08,2.8,0.01,550,1,1.0104603197449875,0.17009357085330418,0.40284765029979885,0.07554043122766238,0.28602713322158696,0.04060850239235856,2.0137292460447314,0.3440318752107959,0.8028409242245703,0.1524714365723884
500,1,893.7662189180579,11.947862751187666,298,1,93900,1,7.164994572972445e-08,3.0367140929870875e-10,1.836512706472892e-05,4.719913710531821e-08,2.8,0.01,550,1,1.6015201372682928,0.3472318638476656,0.6155376862343652,0.17455043002280643,0.27793958000340063,0.05786209640560537,2.5540023571087316,0.5584561901898695,0.9815726807791503,0.2792226426819747
550,1,989.2485414739438,13.619606137356483,298,1,93900,1,7.163801589646039e-08,3.0315950392417084e-10,1.8363272026192123e-05,4.712036620243083e-08,2.8,0.01,550,1,1.741504997640961,0.41552450295324467,0.7042223467940754,0.1763814341020224,0.289515165041175,0.046018566029774464,2.267609727874941,0.5472494193940062,0.9168553443130961,0.23161045880169012
