da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE,ABS_CRS_STD,SCA_CRS_AVE,SCA_CRS_STD,SSA_AVE,SSA_STD,ABS_Eff_AVE,ABS_Eff_STD,SCA_Eff_AVE,SCA_Eff_STD
50,1,56.995831268231655,2.0168341896431845,298,1,93900,1,7.165541997151803e-08,3.064543275282343e-10,1.8365980241329975e-05,4.7635136482336407e-08,2.5,0.01,650,1,0.0008016381416115536,8.517700133351137e-05,1.4280779362891586e-05,1.0760500460073637e-06,0.017686712717539247,0.0022268801771078367,0.31539086919763065,0.040441533859739615,0.005617731864057932,0.0005780600092680322
60,1,77.59048478775493,2.1247742191124686,298,1,93900,1,7.165292275124573e-08,2.9801476156254515e-10,1.8365589752268093e-05,4.632490857273371e-08,2.5,0.01,650,1,0.0015658746229645817,0.00018319932725946087,4.478053697951101e-05,2.107955901063303e-06,0.028170024321960363,0.003535276044766398,0.3319128904369133,0.042926403564666524,0.009491774790305697,0.0006827990453868361
70,1,99.44471587499034,2.245910076547459,298,1,93900,1,7.16457549695932e-08,3.067503376027289e-10,1.8364481187132226e-05,4.76751501785801e-08,2.5,0.01,650,1,0.00235322165612802,0.00038003466992544375,9.26722601566347e-05,1.2677596233457106e-05,0.03826102466031825,0.004348040605114515,0.3034554800902417,0.051050133676344034,0.011949348535623914,0.0017230184430330616
100,1,168.05419320699787,2.536256095271504,298,1,93900,1,7.163525985600177e-08,3.0460415055223844e-10,1.8362849211263343e-05,4.735194892696505e-08,2.5,0.01,650,1,0.007488968094284112,0.0007679987704582661,0.0005404397421479749,2.0221736802520832e-05,0.06789201954691652,0.0066179244814218606,0.33786728950295475,0.036224365699531885,0.024380472993075674,0.0011581534054301676
125,1,227.404585541829,3.016587035787608,298,1,93900,1,7.165568155811993e-08,3.143926883261424e-10,1.8366021875875098e-05,4.8862709381542856e-08,2.5,0.01,650,1,0.015082102463245423,0.0015682913083179444,0.0016339899698907202,6.99990405052806e-05,0.09856677835331702,0.009685722421707049,0.37149041764937196,0.03946859937529268,0.040251118857551914,0.002008363193327634
150,1,287.4289838788665,3.6991243709665254,298,1,93900,1,7.164477375574655e-08,3.010717289271309e-10,1.8364329681747216e-05,4.68039722826815e-08,2.5,0.01,650,1,0.023618856646524387,0.002456108890366072,0.003543794653775237,0.0001549120689719761,0.13146679375444592,0.012385443056171388,0.36417312403528707,0.0388815386157545,0.054641632854827586,0.002747519572028382
250,1,543.2185551813869,7.951694537224688,298,1,93900,1,7.163678138462331e-08,3.053504887196748e-10,1.8363080757510688e-05,4.7467146294928e-08,2.5,0.01,650,1,0.13419861902366487,0.015330644595333249,0.03742397397604737,0.0026230687960736745,0.21939533083528637,0.01976087922070569,0.579468193810846,0.06885682053592668,0.16159630805728395,0.01249700333526683
300,1,680.1315470544997,10.679542241590505,298,1,93900,1,7.163902141447951e-08,3.061022623247862e-10,1.836343407589438e-05,4.758379039440025e-08,2.5,0.01,650,1,0.2751980193591236,0.03919533268949831,0.08916753897616929,0.009375412744767286,0.2465461185674909,0.026793348536063088,0.7579968480221608,0.11050223260504244,0.24562546206439043,0.02711780044816883
350,1,822.9439061143759,13.617625250430924,298,1,93900,1,7.165356699521639e-08,3.0180957812673463e-10,1.8365694692816585e-05,4.6906888811973766e-08,2.5,0.01,650,1,0.49553738318539525,0.06553968629081187,0.17793477034736824,0.020392050927722016,0.2656633497758377,0.02933091355695812,0.9323374844936592,0.12685436493725188,0.33478551488162883,0.03987898984100601
450,1,1124.5349778761524,20.729467721640795,298,1,93900,1,7.164333044555427e-08,3.0648375217732587e-10,1.8364099502723866e-05,4.763689023567101e-08,2.5,0.01,650,1,1.0091637972576757,0.17389672688350624,0.3987559773171699,0.07379983766845294,0.2846768328083883,0.042610785138612474,1.0169171281378064,0.17834843938941444,0.40185925564279634,0.07572096516113243
