da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE_Tmatrix_MDL,ABS_CRS_STD_Tmatrix_MDL,SCA_CRS_AVE_Tmatrix_MDL,SCA_CRS_STD_Tmatrix_MDL,ABS_CRS_AVE_RDG_MDL,ABS_CRS_STD_RDG_MDL,SCA_CRS_AVE_RDG_MDL,SCA_CRS_STD_RDG_MDL,SSA_AVE_Tmatrix_MDL,SSA_STD_Tmatrix_MDL,SSA_AVE_RDG_MDL,SSA_STD_RDG_MDL,ABS_EFF_AVE_Tmatrix_MDL,ABS_EFF_STD_Tmatrix_MDL,SCA_EFF_AVE_Tmatrix_MDL,SCA_EFF_STD_Tmatrix_MDL,ABS_EFF_AVE_RDG_MDL,ABS_EFF_STD_RDG_MDL,SCA_EFF_AVE_RDG_MDL,SCA_EFF_STD_RDG_MDL
43.075768814737536,0.17472100019168302,67.804,0,298,1,93900,1,7.164702531248424e-08,3.0083091776449885e-10,1.8364671130814926e-05,4.676279893505492e-08,2.56,0.01,502,1,0.00030267125953375757,0,2.695861903506774e-06,0,0.00025749356216809834,0,1.5799340989962405e-06,0,0.008828265108628016,0,0.0060984011169069605,0,0.20770008242044996,0.001685468109610879,0.00184996335765424,1.5012291795642954e-05,0.17669809207333864,0.0014338896535236823,0.001084187653250899,8.7980885375341e-06
44.55720218411312,0.15802806068702588,71.335,0,298,1,93900,1,7.165194723512125e-08,3.089551149999258e-10,1.8365442744022994e-05,4.8020427077626926e-08,2.56,0.01,502,1,0.00034561498926049714,0,3.45426705631517e-06,0,0.00029323939491504326,0,2.0366716969574756e-06,0,0.009895649627706277,0,0.006897517026443284,0,0.22165791797305634,0.0015721972752814532,0.0022153716349629753,1.5713407759464672e-05,0.18806717232844425,0.0013339415014292826,0.0013062061020796254,9.26478825311001e-06
46.10573553176081,0.14440932009290738,75.05,0,298,1,93900,1,7.164201860637718e-08,3.1108605649767126e-10,1.8363901061609607e-05,4.835398246258434e-08,2.56,0.01,502,1,0.00041828931416069303,0,4.518359455705154e-06,0,0.00035412053413796474,0,2.7397918784690237e-06,0,0.010686559723616889,0,0.007677490824079036,0,0.2505473171276975,0.0015689548765887985,0.0027064110918467994,1.694784414092469e-05,0.21211144240230215,0.001328265198576282,0.0016410830528053083,1.0276642704075808e-05
47.718065432889226,0.13033050315456265,78.958,0,298,1,93900,1,7.164525656230398e-08,3.1056945176188563e-10,1.8364397906436203e-05,4.82728027871193e-08,2.56,0.01,502,1,0.0004770346610512548,0,5.794812918030026e-06,0,0.00040324413060140147,0,3.5262228532077577e-06,0,0.012001779573213592,0,0.00866882953307767,0,0.2667498085588993,0.0014570551238816934,0.003240362520225888,1.7699682106001688e-05,0.22548737738129754,0.0012316692572677894,0.001971804876728068,1.077049844741376e-05
49.411128151607464,0.12083771907322653,83.07,0,298,1,93900,1,7.163573119850304e-08,3.1017980790563477e-10,1.836291987138507e-05,4.821171230981988e-08,2.56,0.01,502,1,0.0005746771758085929,0,7.739172273489622e-06,0,0.0004834733662030167,0,4.707354186709137e-06,0,0.013288040933217258,0,0.009642646647231683,0,0.2997038493446396,0.0014660900192834533,0.004036108999531045,1.9743820888159782e-05,0.2521395228595541,0.0012334150486876152,0.0024549646816932774,1.2009185819248692e-05
51.18058474801624,0.11063231188992731,87.396,0,298,1,93900,1,7.164182046553149e-08,3.034019480658329e-10,1.83638643669187e-05,4.715971037830738e-08,2.56,0.01,502,1,0.000653934234814922,0,9.574365446989705e-06,0,0.0005505465613805793,0,6.048217835267052e-06,0,0.014429904063354038,0,0.010866465265427085,0,0.3178628644445354,0.001373972581039243,0.00465388576433877,2.011657274486712e-05,0.26760841946139824,0.0011567461063365847,0.00293990395906803,1.2707830585076188e-05
53.027156230110094,0.09976430632388035,91.947,0,298,1,93900,1,7.164726414023604e-08,2.981068846035712e-10,1.8364715738541574e-05,4.633778540597857e-08,2.56,0.01,502,1,0.0007821657576073107,0,1.2421976709493641e-05,0,0.000655762501375865,0,8.014637349533002e-06,0,0.01563323491291267,0,0.012074289519706747,0,0.3541741468068275,0.001333101136027254,0.005624821797616971,2.117166483200093e-05,0.2969372184525011,0.0011176630107439889,0.003629125051345067,1.3659920613493554e-05
54.963395799681955,0.09881300816728947,96.736,0,298,1,93900,1,7.164474284793898e-08,3.025071540243189e-10,1.836432229285877e-05,4.702135463212933e-08,2.56,0.01,502,1,0.000891523272601134,0,1.6058668213697734e-05,0,0.0007467494150850471,0,1.0276711100591884e-05,0,0.01769390452974437,0,0.013575107575708447,0,0.3757507884049492,0.0013510413531779824,0.0067682554426484924,2.4335791897355392e-05,0.31473287359115004,0.0011316466672797044,0.004331330899518665,1.55736390717583e-05
56.987254117394365,0.10173494102714965,101.773,0,298,1,93900,1,7.165532587304908e-08,2.962790632322629e-10,1.8365968608407173e-05,4.6054643510208714e-08,2.56,0.01,502,1,0.0010600024967122772,0,2.000010803594597e-05,0,0.000884026839335907,0,1.3517534291095898e-05,0,0.01851857388863291,0,0.015060574928982225,0,0.4155905810426571,0.0014837377890523013,0.0078413556056282,2.7995137907789743e-05,0.3465965683632131,0.0012374159797995127,0.005299761036152964,1.892115962435639e-05
59.1086712160958,0.11096130890125823,107.074,0,298,1,93900,1,7.164969533858362e-08,3.1470239530316084e-10,1.836508901746416e-05,4.89120833287951e-08,2.56,0.01,502,1,0.0012058829978008972,0,2.5426761272778655e-05,0,0.0010067306104584997,0,1.7291454592497703e-05,0,0.02065017440607911,0,0.016885822271453285,0,0.4394581160243402,0.0016500689711990665,0.009266236132289258,3.4792687093864696e-05,0.3668813128827058,0.0013775589718930104,0.006301498629964191,2.3660747138827284e-05
