da_AVE,da_STD,dm_AVE,dm_STD,Temperature_AVE,Temperature_STD,Pressure_AVE,Pressure_STD,MeanFreePath_AVE,MeanFreePath_STD,Viscosity_AVE,Viscosity_STD,Dm_AVE,Dm_STD,rhoEff_AVE,rhoEff_STD,ABS_CRS_AVE_Tmatrix_MDL,ABS_CRS_STD_Tmatrix_MDL,SCA_CRS_AVE_Tmatrix_MDL,SCA_CRS_STD_Tmatrix_MDL,ABS_CRS_AVE_RDG_MDL,ABS_CRS_STD_RDG_MDL,SCA_CRS_AVE_RDG_MDL,SCA_CRS_STD_RDG_MDL,SSA_AVE_Tmatrix_MDL,SSA_STD_Tmatrix_MDL,SSA_AVE_RDG_MDL,SSA_STD_RDG_MDL,ABS_EFF_AVE_Tmatrix_MDL,ABS_EFF_STD_Tmatrix_MDL,SCA_EFF_AVE_Tmatrix_MDL,SCA_EFF_STD_Tmatrix_MDL,ABS_EFF_AVE_RDG_MDL,ABS_EFF_STD_RDG_MDL,SCA_EFF_AVE_RDG_MDL,SCA_EFF_STD_RDG_MDL
41.65075478010039,0.18014746034597895,64.44800000000001,0,298,1,93900,1,7.165000793525217e-08,3.05660147409999e-10,1.8365134737745335e-05,4.751184089838121e-08,2.56,0.01,502,1,0.000349847125577205,0,1.6615314391209558e-06,0,0.0003026407591475528,0,1.2727999762706734e-06,0,0.004726857805507148,0,0.004188032873360863,0,0.2567834596900693,0.002220891448715338,0.0012195435095182564,1.054769553652109e-05,0.22213457106134687,0.001921217082788895,0.0009342194275885088,8.079959435312868e-06
43.068868722143876,0.17027206458040772,67.804,0,298,1,93900,1,7.164659799819009e-08,3.003710814450595e-10,1.8364607287953525e-05,4.669118523453921e-08,2.56,0.01,502,1,0.00040149985648822777,0,2.37341928792282e-06,0,0.0003446354363197948,0,1.6406656784564847e-06,0,0.0058766435668754285,0,0.004738027455515168,0,0.2756061723691878,0.0021782149132706743,0.001629213547155505,1.2876261858761918e-05,0.23657207326964164,0.001869714359550048,0.0011262210445899536,8.900930824143515e-06
44.55361485710456,0.15934750533991499,71.335,0,298,1,93900,1,7.164486525976772e-08,3.069359533441405e-10,1.8364337588757536e-05,4.7709296595229404e-08,2.56,0.01,502,1,0.00045661201041942705,0,3.2616457482616576e-06,0,0.0003924780428934068,0,2.113686641109226e-06,0,0.007092482260110868,0,0.00535664202491689,0,0.2928924835143893,0.002095653637747244,0.0020921734464999973,1.4969557570570117e-05,0.25175393131320506,0.0018013061845875895,0.0013558183218111192,9.700916746428716e-06
46.10169940555085,0.14210183272635546,75.05,0,298,1,93900,1,7.164056500964762e-08,3.0147920461912924e-10,1.836367063006188e-05,4.6864729173040076e-08,2.56,0.01,502,1,0.0005187928678757722,0,4.39782703440925e-06,0,0.0004469430206730744,0,2.72088299304978e-06,0,0.008405782207507043,0,0.006050925971300642,0,0.31080115393327423,0.0019156338854444432,0.0026346732997506125,1.623890190305263e-05,0.2677569704001359,0.0016503295405156852,0.001630040862781847,1.0046814408142075e-05
47.72527035054348,0.135738264978016,78.958,0,298,1,93900,1,7.165329192983883e-08,3.0716517847102505e-10,1.8365647946109447e-05,4.774348177238556e-08,2.56,0.01,502,1,0.0005999418495774293,0,6.981420530619939e-06,0,0.0005089629945534025,0,3.4996872149491925e-06,0,0.011502970596887896,0,0.0068291552525792595,0,0.335376805167159,0.0019081769855672944,0.00390272243007702,2.2205128701188634e-05,0.28451821319326087,0.0016188093452661721,0.0019563794692114265,1.113111646562718e-05
49.41323275214848,0.1226961673099585,83.07,0,298,1,93900,1,7.164464889271158e-08,3.1135350369379146e-10,1.8364303799672348e-05,4.8401131804381566e-08,2.56,0.01,502,1,0.0006717208324721418,0,7.5317572105988794e-06,0,0.0005796208562994372,0,4.497984463487206e-06,0,0.01108830106060655,0,0.007700461189733811,0,0.3502841078217112,0.0017395729335930735,0.003927606123417029,1.950518779912287e-05,0.3022564802352247,0.001501059226723265,0.0023455763147763884,1.164854750686776e-05
51.1776562937896,0.11517170157665975,87.396,0,298,1,93900,1,7.165521597679421e-08,3.059221143765122e-10,1.8365949147126818e-05,4.754430337568877e-08,2.56,0.01,502,1,0.0007804566452521146,0,1.231304665690834e-05,0,0.0006600327218098226,0,5.774564036688392e-06,0,0.015531681877567746,0,0.008673026203590698,0,0.3794064523651972,0.0017074301333878164,0.005985789701868244,2.6937648649303296e-05,0.32086429778032755,0.001443974838443488,0.0028072114811808113,1.2633199683032153e-05
53.03003291128348,0.1013596083133507,91.947,0,298,1,93900,1,7.16512738597524e-08,3.023046199409743e-10,1.8365337376914364e-05,4.698714492100636e-08,2.56,0.01,502,1,0.0009013579357076379,0,1.6275021884062666e-05,0,0.0007516526802480778,0,7.406775626378586e-06,0,0.01773587331341713,0,0.009757833288363145,0,0.4081016710894787,0.0015605341815677657,0.007368730406405549,2.817718350247171e-05,0.34032064592331174,0.0013013472825013398,0.003353515169461339,1.2823459008093626e-05
54.963085860480426,0.09976261785257809,96.736,0,298,1,93900,1,7.164628878759961e-08,3.071304096669876e-10,1.8364560124897662e-05,4.773740468117851e-08,2.56,0.01,502,1,0.0010548772532757997,0,1.6785250449963268e-05,0,0.0008559743833867073,0,9.489144148826527e-06,0,0.015662813984446914,0,0.010964233438984441,0,0.4446047759049003,0.0016142855280606547,0.007074569568770842,2.568657803749699e-05,0.3607721161150882,0.0013099031713887312,0.003999440498614362,1.4521299066373107e-05
56.989875979853046,0.09962856161506807,101.773,0,298,1,93900,1,7.164082416422322e-08,2.9953807591098496e-10,1.8363707854502322e-05,4.655937514199393e-08,2.56,0.01,502,1,0.0011614103495001405,0,2.182491281475977e-05,0,0.0009747629647408316,0,1.2141633361678989e-05,0,0.01844511696859098,0,0.012302742722065853,0,0.45530704387358417,0.0015922410194507963,0.008556008253899045,2.9920967593025253e-05,0.38213577496068724,0.001336355903294484,0.004759877674658418,1.6645629763776447e-05
